domain,systemId,name,category,categoryConfidence,brandSystemId,brandName,familySystemId,familyName,familyAmbiguous,variantCode,imagePath,prefabPath,sourceBundle
bait,boils_hvz_tp_pu20,Тропическй ананас Pop-Ups 20,pop_up_boilies,high,van_zandt,,,,false,20,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_hvz_tp_pu20.png,assets/gfx/baits/boil/boils_hvz/boils_hvz_tp_pu20.prefab,baits
bait,boils_hvz_van12,Ваниль 12,sinking_boilies,high,van_zandt,,,,true,12,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_hvz_van12.png,assets/gfx/baits/boil/boils_hvz/boils_hvz_van12.prefab,baits
bait,boils_hvz_van16,Ваниль 16,sinking_boilies,high,van_zandt,,,,true,16,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_hvz_van16.png,assets/gfx/baits/boil/boils_hvz/boils_hvz_van16.prefab,baits
bait,boils_hvz_van22,Ваниль 22,sinking_boilies,high,van_zandt,,,,true,22,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_hvz_van22.png,assets/gfx/baits/boil/boils_hvz/boils_hvz_van22.prefab,baits
bait,boils_hvz_van_ex20,Взрывная ваниль 20,sinking_boilies,high,van_zandt,Helen Van Zandt,hvz_boils_exp_van,Взрывная ваниль,false,20,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_hvz_van_ex20.png,assets/gfx/baits/boil/boils_hvz/boils_hvz_van_ex20.prefab,baits
bait,boils_hvz_van_pu12,Ваниль Pop-Ups 12,pop_up_boilies,high,van_zandt,Helen Van Zandt,hvz_boils_pp_van,Ваниль Pop-Ups,false,12,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_hvz_van_pu12.png,assets/gfx/baits/boil/boils_hvz/boils_hvz_van_pu12.prefab,baits
bait,boils_hvz_van_pu16,Ваниль Pop-Ups 16,pop_up_boilies,high,van_zandt,Helen Van Zandt,hvz_boils_pp_van,Ваниль Pop-Ups,false,16,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_hvz_van_pu16.png,assets/gfx/baits/boil/boils_hvz/boils_hvz_van_pu16.prefab,baits
bait,boils_hvz_van_pu22,Ваниль Pop-Ups 22,pop_up_boilies,high,van_zandt,Helen Van Zandt,hvz_boils_pp_van,Ваниль Pop-Ups,false,22,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_hvz_van_pu22.png,assets/gfx/baits/boil/boils_hvz/boils_hvz_van_pu22.prefab,baits
bait,boils_hvz_wp15,Дикая слива 15,sinking_boilies,high,van_zandt,Helen Van Zandt,hvz_boils_wp,Дикая слива,false,15,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_hvz_wp15.png,assets/gfx/baits/boil/boils_hvz/boils_hvz_wp15.prefab,baits
bait,boils_hvz_wp18,Дикая слива 18,sinking_boilies,high,van_zandt,Helen Van Zandt,hvz_boils_wp,Дикая слива,false,18,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_hvz_wp18.png,assets/gfx/baits/boil/boils_hvz/boils_hvz_wp18.prefab,baits
bait,boils_hvz_wp24,Дикая слива 24,sinking_boilies,high,van_zandt,Helen Van Zandt,hvz_boils_wp,Дикая слива,false,24,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_hvz_wp24.png,assets/gfx/baits/boil/boils_hvz/boils_hvz_wp24.prefab,baits
bait,boils_hvz_wp_ex18,Взрывная слива 18,sinking_boilies,high,van_zandt,Helen Van Zandt,hvz_boils_exp_plum,Взрывная слива,false,18,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_hvz_wp_ex18.png,assets/gfx/baits/boil/boils_hvz/boils_hvz_wp_ex18.prefab,baits
bait,boils_hvz_wp_pu15,Дикая слива Pop-Ups 15,pop_up_boilies,high,van_zandt,Helen Van Zandt,hvz_boils_pp_wplum,Дикая слива Pop-Ups,false,15,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_hvz_wp_pu15.png,assets/gfx/baits/boil/boils_hvz/boils_hvz_wp_pu15.prefab,baits
bait,boils_hvz_wp_pu18,Дикая слива Pop-Ups 18,pop_up_boilies,high,van_zandt,Helen Van Zandt,hvz_boils_pp_wplum,Дикая слива Pop-Ups,false,18,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_hvz_wp_pu18.png,assets/gfx/baits/boil/boils_hvz/boils_hvz_wp_pu18.prefab,baits
bait,boils_hvz_wp_pu24,Дикая слива Pop-Ups 24,pop_up_boilies,high,van_zandt,Helen Van Zandt,hvz_boils_pp_wplum,Дикая слива Pop-Ups,false,24,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_hvz_wp_pu24.png,assets/gfx/baits/boil/boils_hvz/boils_hvz_wp_pu24.prefab,baits
bait,boils_mm_an10,Анисовое семя 10,sinking_boilies,high,mad_mayers,Mad Mayers,mad_boilies_anis,Анисовое семя,false,10,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_an10.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_an10.prefab,baits
bait,boils_mm_an15,Анисовое семя 15,sinking_boilies,high,mad_mayers,Mad Mayers,mad_boilies_anis,Анисовое семя,false,15,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_an15.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_an15.prefab,baits
bait,boils_mm_an20,Анисовое семя 20,sinking_boilies,high,mad_mayers,Mad Mayers,mad_boilies_anis,Анисовое семя,false,20,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_an20.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_an20.prefab,baits
bait,boils_mm_an25,Анисовое семя 25,sinking_boilies,high,mad_mayers,Mad Mayers,mad_boilies_anis,Анисовое семя,false,25,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_an25.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_an25.prefab,baits
bait,boils_mm_an_pu10,Анисовое семя PopUp 10,pop_up_boilies,high,mad_mayers,Mad Mayers,mad_boilies_pp_anis,Анисовое семя PopUp,false,10,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_an_pu10.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_an_pu10.prefab,baits
bait,boils_mm_an_pu15,Анисовое семя PopUp 15,pop_up_boilies,high,mad_mayers,Mad Mayers,mad_boilies_pp_anis,Анисовое семя PopUp,false,15,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_an_pu15.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_an_pu15.prefab,baits
bait,boils_mm_an_pu20,Анисовое семя PopUp 20,pop_up_boilies,high,mad_mayers,Mad Mayers,mad_boilies_pp_anis,Анисовое семя PopUp,false,20,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_an_pu20.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_an_pu20.prefab,baits
bait,boils_mm_an_pu25,Анисовое семя PopUp 25,pop_up_boilies,high,mad_mayers,Mad Mayers,mad_boilies_pp_anis,Анисовое семя PopUp,false,25,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_an_pu25.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_an_pu25.prefab,baits
bait,boils_mm_bc14,Черная смородина 15,sinking_boilies,high,mad_mayers,Mad Mayers,mad_boilies_bcurrant,Черная смородина,false,15,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_bc14.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_bc14.prefab,baits
bait,boils_mm_bc18,Черная смородина 20,sinking_boilies,high,mad_mayers,Mad Mayers,mad_boilies_bcurrant,Черная смородина,false,20,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_bc18.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_bc18.prefab,baits
bait,boils_mm_bc24,Черная смородина 25,sinking_boilies,high,mad_mayers,Mad Mayers,mad_boilies_bcurrant,Черная смородина,false,25,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_bc24.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_bc24.prefab,baits
bait,boils_mm_bc8,Черная смородина 10,sinking_boilies,high,mad_mayers,Mad Mayers,mad_boilies_bcurrant,Черная смородина,false,10,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_bc8.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_bc8.prefab,baits
bait,boils_mm_bc_pu14,Черная смородина PopUp 15,pop_up_boilies,high,mad_mayers,Mad Mayers,mad_boilies_pp_bcurrant,Черная смородина PopUp,false,15,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_bc_pu14.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_bc_pu14.prefab,baits
bait,boils_mm_bc_pu18,Черная смородина PopUp 20,pop_up_boilies,high,mad_mayers,Mad Mayers,mad_boilies_pp_bcurrant,Черная смородина PopUp,false,20,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_bc_pu18.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_bc_pu18.prefab,baits
bait,boils_mm_bc_pu24,Черная смородина PopUp 25,pop_up_boilies,high,mad_mayers,Mad Mayers,mad_boilies_pp_bcurrant,Черная смородина PopUp,false,25,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_bc_pu24.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_bc_pu24.prefab,baits
bait,boils_mm_bc_pu8,Черная смородина PopUp 10,pop_up_boilies,high,mad_mayers,Mad Mayers,mad_boilies_pp_bcurrant,Черная смородина PopUp,false,10,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_bc_pu8.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_bc_pu8.prefab,baits
bait,boils_mm_cf10,Карамельные фрукты 10,sinking_boilies,high,mad_mayers,Mad Mayers,mad_boilies_carfruits,Карамельные фрукты,false,10,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_cf10.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_cf10.prefab,baits
bait,boils_mm_cf15,Карамельные фрукты 15,sinking_boilies,high,mad_mayers,Mad Mayers,mad_boilies_carfruits,Карамельные фрукты,false,15,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_cf15.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_cf15.prefab,baits
bait,boils_mm_cf20,Карамельные фрукты 20,sinking_boilies,high,mad_mayers,Mad Mayers,mad_boilies_carfruits,Карамельные фрукты,false,20,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_cf20.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_cf20.prefab,baits
bait,boils_mm_cf25,Карамельные фрукты 25,sinking_boilies,high,mad_mayers,Mad Mayers,mad_boilies_carfruits,Карамельные фрукты,false,25,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_cf25.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_cf25.prefab,baits
bait,boils_mm_cf_pu10,Карамельные фрукты PopUp 10,pop_up_boilies,high,mad_mayers,Mad Mayers,mad_boilies_pp_carfruits,Карамельные фрукты PopUp,false,10,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_cf_pu10.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_cf_pu10.prefab,baits
bait,boils_mm_cf_pu15,Карамельные фрукты PopUp 15,pop_up_boilies,high,mad_mayers,Mad Mayers,mad_boilies_pp_carfruits,Карамельные фрукты PopUp,false,15,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_cf_pu15.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_cf_pu15.prefab,baits
bait,boils_mm_cf_pu20,Карамельные фрукты PopUp 20,pop_up_boilies,high,mad_mayers,Mad Mayers,mad_boilies_pp_carfruits,Карамельные фрукты PopUp,false,20,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_cf_pu20.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_cf_pu20.prefab,baits
bait,boils_mm_cf_pu25,Карамельные фрукты PopUp 25,pop_up_boilies,high,mad_mayers,Mad Mayers,mad_boilies_pp_carfruits,Карамельные фрукты PopUp,false,25,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_cf_pu25.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_cf_pu25.prefab,baits
bait,boils_mm_cfr10,Кокос и фрукты 10,sinking_boilies,high,mad_mayers,Mad Mayers,mad_boilies_cocofrut,Кокос и фрукты,false,10,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_cfr10.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_cfr10.prefab,baits
bait,boils_mm_cfr15,Кокос и фрукты 15,sinking_boilies,high,mad_mayers,Mad Mayers,mad_boilies_cocofrut,Кокос и фрукты,false,15,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_cfr15.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_cfr15.prefab,baits
bait,boils_mm_cfr20,Кокос и фрукты 20,sinking_boilies,high,mad_mayers,Mad Mayers,mad_boilies_cocofrut,Кокос и фрукты,false,20,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_cfr20.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_cfr20.prefab,baits
bait,boils_mm_cfr25,Кокос и фрукты 25,sinking_boilies,high,mad_mayers,Mad Mayers,mad_boilies_cocofrut,Кокос и фрукты,false,25,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_cfr25.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_cfr25.prefab,baits
bait,boils_mm_cfr_pu10,Кокос и фрукты PopUp 10,pop_up_boilies,high,mad_mayers,Mad Mayers,mad_boilies_pp_cocofrut,Кокос и фрукты PopUp,false,10,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_cfr_pu10.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_cfr_pu10.prefab,baits
bait,boils_mm_cfr_pu15,Кокос и фрукты PopUp 15,pop_up_boilies,high,mad_mayers,Mad Mayers,mad_boilies_pp_cocofrut,Кокос и фрукты PopUp,false,15,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_cfr_pu15.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_cfr_pu15.prefab,baits
bait,boils_mm_cfr_pu20,Кокос и фрукты PopUp 20,pop_up_boilies,high,mad_mayers,Mad Mayers,mad_boilies_pp_cocofrut,Кокос и фрукты PopUp,false,20,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_cfr_pu20.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_cfr_pu20.prefab,baits
bait,boils_mm_cfr_pu25,Кокос и фрукты PopUp 25,pop_up_boilies,high,mad_mayers,Mad Mayers,mad_boilies_pp_cocofrut,Кокос и фрукты PopUp,false,25,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_cfr_pu25.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_cfr_pu25.prefab,baits
bait,boils_mm_cm10,Какао-смесь 10,sinking_boilies,high,mad_mayers,Mad Mayers,mad_boilies_cacao,Какао-смесь,false,10,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_cm10.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_cm10.prefab,baits
bait,boils_mm_cm15,Какао-смесь 15,sinking_boilies,high,mad_mayers,Mad Mayers,mad_boilies_cacao,Какао-смесь,false,15,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_cm15.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_cm15.prefab,baits
bait,boils_mm_cm20,Какао-смесь 20,sinking_boilies,high,mad_mayers,Mad Mayers,mad_boilies_cacao,Какао-смесь,false,20,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_cm20.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_cm20.prefab,baits
bait,boils_mm_cm25,Какао-смесь 25,sinking_boilies,high,mad_mayers,Mad Mayers,mad_boilies_cacao,Какао-смесь,false,25,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_cm25.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_cm25.prefab,baits
bait,boils_mm_cm_sl15,Какао-смесь Soluble 15,sinking_boilies,high,mad_mayers,Mad Mayers,mad_boilies_sol_cacao,Какао-смесь Soluble,false,15,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_cm_sl15.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_cm_sl15.prefab,baits
bait,boils_mm_cm_sl20,Какао-смесь Soluble 20,sinking_boilies,high,mad_mayers,Mad Mayers,mad_boilies_sol_cacao,Какао-смесь Soluble,false,20,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_cm_sl20.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_cm_sl20.prefab,baits
bait,boils_mm_dh10,Двойная конопля 10,sinking_boilies,high,mad_mayers,Mad Mayers,mad_boilies_hemp,Двойная конопля,false,10,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_dh10.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_dh10.prefab,baits
bait,boils_mm_dh15,Двойная конопля 15,sinking_boilies,high,mad_mayers,Mad Mayers,mad_boilies_hemp,Двойная конопля,false,15,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_dh15.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_dh15.prefab,baits
bait,boils_mm_dh20,Двойная конопля 20,sinking_boilies,high,mad_mayers,Mad Mayers,mad_boilies_hemp,Двойная конопля,false,20,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_dh20.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_dh20.prefab,baits
bait,boils_mm_dh25,Двойная конопля 25,sinking_boilies,high,mad_mayers,Mad Mayers,mad_boilies_hemp,Двойная конопля,false,25,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_dh25.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_dh25.prefab,baits
bait,boils_mm_dh_pu10,Двойная конопля PopUp 10,pop_up_boilies,high,mad_mayers,Mad Mayers,mad_boilies_pp_hemp,Двойная конопля PopUp,false,10,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_dh_pu10.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_dh_pu10.prefab,baits
bait,boils_mm_dh_pu15,Двойная конопля PopUp 15,pop_up_boilies,high,mad_mayers,Mad Mayers,mad_boilies_pp_hemp,Двойная конопля PopUp,false,15,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_dh_pu15.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_dh_pu15.prefab,baits
bait,boils_mm_dh_pu20,Двойная конопля PopUp 20,pop_up_boilies,high,mad_mayers,Mad Mayers,mad_boilies_pp_hemp,Двойная конопля PopUp,false,20,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_dh_pu20.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_dh_pu20.prefab,baits
bait,boils_mm_dh_pu25,Двойная конопля PopUp 25,pop_up_boilies,high,mad_mayers,Mad Mayers,mad_boilies_pp_hemp,Двойная конопля PopUp,false,25,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_dh_pu25.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_dh_pu25.prefab,baits
bait,boils_mm_gh10,Чеснок и пряности 10,sinking_boilies,high,mad_mayers,Mad Mayers,mad_boilies_garlicherb,Чеснок и пряности,false,10,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_gh10.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_gh10.prefab,baits
bait,boils_mm_gh15,Чеснок и пряности 15,sinking_boilies,high,mad_mayers,Mad Mayers,mad_boilies_garlicherb,Чеснок и пряности,false,15,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_gh15.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_gh15.prefab,baits
bait,boils_mm_gh20,Чеснок и пряности 20,sinking_boilies,high,mad_mayers,Mad Mayers,mad_boilies_garlicherb,Чеснок и пряности,false,20,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_gh20.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_gh20.prefab,baits
bait,boils_mm_gh25,Чеснок и пряности 25,sinking_boilies,high,mad_mayers,Mad Mayers,mad_boilies_garlicherb,Чеснок и пряности,false,25,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_gh25.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_gh25.prefab,baits
bait,boils_mm_gh_pu10,Чеснок и пряности PopUp 10,pop_up_boilies,high,mad_mayers,Mad Mayers,mad_boilies_pp_garlicherb,Чеснок и пряности PopUp,false,10,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_gh_pu10.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_gh_pu10.prefab,baits
bait,boils_mm_gh_pu15,Чеснок и пряности PopUp 15,pop_up_boilies,high,mad_mayers,Mad Mayers,mad_boilies_pp_garlicherb,Чеснок и пряности PopUp,false,15,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_gh_pu15.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_gh_pu15.prefab,baits
bait,boils_mm_gh_pu20,Чеснок и пряности PopUp 20,pop_up_boilies,high,mad_mayers,Mad Mayers,mad_boilies_pp_garlicherb,Чеснок и пряности PopUp,false,20,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_gh_pu20.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_gh_pu20.prefab,baits
bait,boils_mm_gh_pu25,Чеснок и пряности PopUp 25,pop_up_boilies,high,mad_mayers,Mad Mayers,mad_boilies_pp_garlicherb,Чеснок и пряности PopUp,false,25,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_gh_pu25.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_gh_pu25.prefab,baits
bait,boils_mm_hc14,Медовый крем 14,sinking_boilies,high,mad_mayers,Mad Mayers,mad_boilies_honey,Медовый крем,false,14,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_hc14.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_hc14.prefab,baits
bait,boils_mm_hc18,Медовый крем 18,sinking_boilies,high,mad_mayers,Mad Mayers,mad_boilies_honey,Медовый крем,false,18,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_hc18.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_hc18.prefab,baits
bait,boils_mm_hc24,Медовый крем 24,sinking_boilies,high,mad_mayers,Mad Mayers,mad_boilies_honey,Медовый крем,false,24,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_mm_hc24.png,assets/gfx/baits/boil/boils_mm/prefabs/boils_mm_hc24.prefab,baits
