catalogStatus,problem,missingData,domain,systemId,name,category,brandHint,assignedFamily,candidateFamilies,reason
добавлено в каталог,несколько подходящих семейств,не выбрано точное семейство,bait,plt_cb_cwf24,Речной рак 24,pellets,craft_baits,,Craft Baits / Речной рак [cb_pellets_crawfish] | Craft Baits / Речной рак [cb_fpel_crawf],Несколько семейств совпали с одинаковым приоритетом; автоматический выбор небезопасен
добавлено в каталог,несколько подходящих семейств,не выбрано точное семейство,bait,plt_cb_sgp18,Пряный чеснок 18,pellets,craft_baits,,Craft Baits / Пряный чеснок [cb_pellets_spicygar] | Craft Baits / Пряный чеснок [cb_fpel_spgarlic],Несколько семейств совпали с одинаковым приоритетом; автоматический выбор небезопасен
добавлено в каталог,несколько подходящих семейств,не выбрано точное семейство,bait,plt_cb_sgp24,Пряный чеснок 24,pellets,craft_baits,,Craft Baits / Пряный чеснок [cb_pellets_spicygar] | Craft Baits / Пряный чеснок [cb_fpel_spgarlic],Несколько семейств совпали с одинаковым приоритетом; автоматический выбор небезопасен
добавлено в каталог,несколько подходящих семейств,не выбрано точное семейство,bait,plt_cb_sqh16,Кальмар и травы 16,pellets,craft_baits,,Craft Baits / Кальмар и травы [cb_pellets_squid] | Craft Baits / Кальмар и травы [cb_fpel_squid],Несколько семейств совпали с одинаковым приоритетом; автоматический выбор небезопасен
добавлено в каталог,несколько подходящих семейств,не выбрано точное семейство,bait,plt_cb_sqh22,Кальмар и травы 22,pellets,craft_baits,,Craft Baits / Кальмар и травы [cb_pellets_squid] | Craft Baits / Кальмар и травы [cb_fpel_squid],Несколько семейств совпали с одинаковым приоритетом; автоматический выбор небезопасен
добавлено в каталог,несколько подходящих семейств,не выбрано точное семейство,bait,plt_cb_sqh26,Кальмар и травы 26,pellets,craft_baits,,Craft Baits / Кальмар и травы [cb_pellets_squid] | Craft Baits / Кальмар и травы [cb_fpel_squid],Несколько семейств совпали с одинаковым приоритетом; автоматический выбор небезопасен
добавлено в каталог,несколько подходящих семейств,не выбрано точное семейство,bait,plt_hvz_ap14,Амино 14,pellets,van_zandt,,Helen Van Zandt / Амино [hvz_boils_amino] | Helen Van Zandt / Амино [hvz_pel_amino] | Helen Van Zandt / Амино [hvz_fpel_amino],Несколько семейств совпали с одинаковым приоритетом; автоматический выбор небезопасен
добавлено в каталог,несколько подходящих семейств,не выбрано точное семейство,bait,plt_hvz_ap18,Амино 18,pellets,van_zandt,,Helen Van Zandt / Амино [hvz_boils_amino] | Helen Van Zandt / Амино [hvz_pel_amino] | Helen Van Zandt / Амино [hvz_fpel_amino],Несколько семейств совпали с одинаковым приоритетом; автоматический выбор небезопасен
добавлено в каталог,несколько подходящих семейств,не выбрано точное семейство,bait,plt_hvz_ap24,Амино 24,pellets,van_zandt,,Helen Van Zandt / Амино [hvz_boils_amino] | Helen Van Zandt / Амино [hvz_pel_amino] | Helen Van Zandt / Амино [hvz_fpel_amino],Несколько семейств совпали с одинаковым приоритетом; автоматический выбор небезопасен
добавлено в каталог,несколько подходящих семейств,не выбрано точное семейство,bait,plt_hvz_ap8,Амино 8,pellets,van_zandt,,Helen Van Zandt / Амино [hvz_boils_amino] | Helen Van Zandt / Амино [hvz_pel_amino] | Helen Van Zandt / Амино [hvz_fpel_amino],Несколько семейств совпали с одинаковым приоритетом; автоматический выбор небезопасен
добавлено в каталог,несколько подходящих семейств,не выбрано точное семейство,bait,plt_hvz_kcp14,Королевский краб 14,pellets,van_zandt,,Helen Van Zandt / Королевский краб [hvz_boils_kc] | Helen Van Zandt / Королевский краб [hvz_pel_crab] | Helen Van Zandt / Королевский краб [hvz_fpel_crab],Несколько семейств совпали с одинаковым приоритетом; автоматический выбор небезопасен
добавлено в каталог,несколько подходящих семейств,не выбрано точное семейство,bait,plt_hvz_kcp18,Королевский краб 18,pellets,van_zandt,,Helen Van Zandt / Королевский краб [hvz_boils_kc] | Helen Van Zandt / Королевский краб [hvz_pel_crab] | Helen Van Zandt / Королевский краб [hvz_fpel_crab],Несколько семейств совпали с одинаковым приоритетом; автоматический выбор небезопасен
добавлено в каталог,несколько подходящих семейств,не выбрано точное семейство,bait,plt_hvz_kcp24,Королевский краб 24,pellets,van_zandt,,Helen Van Zandt / Королевский краб [hvz_boils_kc] | Helen Van Zandt / Королевский краб [hvz_pel_crab] | Helen Van Zandt / Королевский краб [hvz_fpel_crab],Несколько семейств совпали с одинаковым приоритетом; автоматический выбор небезопасен
добавлено в каталог,несколько подходящих семейств,не выбрано точное семейство,bait,plt_hvz_rkp14,Красный криль 14,pellets,van_zandt,,Helen Van Zandt / Красный криль [hvz_pel_krill] | Helen Van Zandt / Красный криль [hvz_fpel_krill],Несколько семейств совпали с одинаковым приоритетом; автоматический выбор небезопасен
добавлено в каталог,несколько подходящих семейств,не выбрано точное семейство,bait,plt_hvz_rkp18,Красный криль 18,pellets,van_zandt,,Helen Van Zandt / Красный криль [hvz_pel_krill] | Helen Van Zandt / Красный криль [hvz_fpel_krill],Несколько семейств совпали с одинаковым приоритетом; автоматический выбор небезопасен
добавлено в каталог,несколько подходящих семейств,не выбрано точное семейство,bait,plt_hvz_rkp8,Красный криль 8,pellets,van_zandt,,Helen Van Zandt / Красный криль [hvz_pel_krill] | Helen Van Zandt / Красный криль [hvz_fpel_krill],Несколько семейств совпали с одинаковым приоритетом; автоматический выбор небезопасен
добавлено в каталог,несколько подходящих семейств,не выбрано точное семейство,bait,plt_hvz_vp14,Ваниль 14,pellets,van_zandt,,Helen Van Zandt / Ваниль [hvz_boils_van] | Helen Van Zandt / Ваниль [hvz_pel_vanila],Несколько семейств совпали с одинаковым приоритетом; автоматический выбор небезопасен
добавлено в каталог,несколько подходящих семейств,не выбрано точное семейство,bait,plt_hvz_vp18,Ваниль 18,pellets,van_zandt,,Helen Van Zandt / Ваниль [hvz_boils_van] | Helen Van Zandt / Ваниль [hvz_pel_vanila],Несколько семейств совпали с одинаковым приоритетом; автоматический выбор небезопасен
добавлено в каталог,несколько подходящих семейств,не выбрано точное семейство,bait,plt_hvz_vp24,Ваниль 24,pellets,van_zandt,,Helen Van Zandt / Ваниль [hvz_boils_van] | Helen Van Zandt / Ваниль [hvz_pel_vanila],Несколько семейств совпали с одинаковым приоритетом; автоматический выбор небезопасен
добавлено в каталог,несколько подходящих семейств,не выбрано точное семейство,bait,plt_hvz_vp8,Ваниль 8,pellets,van_zandt,,Helen Van Zandt / Ваниль [hvz_boils_van] | Helen Van Zandt / Ваниль [hvz_pel_vanila],Несколько семейств совпали с одинаковым приоритетом; автоматический выбор небезопасен
добавлено в каталог,несколько подходящих семейств,не выбрано точное семейство,bait,plt_op_ccp14,Кокос и сливки 14,pellets,old_pal,,Old Pal / Кокос и сливки [op_boils_cc] | Old Pal / Кокос и сливки [op_pellets_cocos] | Old Pal / Кокос и сливки [op_fpel_cococream],Несколько семейств совпали с одинаковым приоритетом; автоматический выбор небезопасен
добавлено в каталог,несколько подходящих семейств,не выбрано точное семейство,bait,plt_op_ccp18,Кокос и сливки 18,pellets,old_pal,,Old Pal / Кокос и сливки [op_boils_cc] | Old Pal / Кокос и сливки [op_pellets_cocos] | Old Pal / Кокос и сливки [op_fpel_cococream],Несколько семейств совпали с одинаковым приоритетом; автоматический выбор небезопасен
добавлено в каталог,несколько подходящих семейств,не выбрано точное семейство,bait,plt_op_ccp25,Кокос и сливки 25,pellets,old_pal,,Old Pal / Кокос и сливки [op_boils_cc] | Old Pal / Кокос и сливки [op_pellets_cocos] | Old Pal / Кокос и сливки [op_fpel_cococream],Несколько семейств совпали с одинаковым приоритетом; автоматический выбор небезопасен
добавлено в каталог,несколько подходящих семейств,не выбрано точное семейство,bait,plt_op_ccp8,Кокос и сливки 8,pellets,old_pal,,Old Pal / Кокос и сливки [op_boils_cc] | Old Pal / Кокос и сливки [op_pellets_cocos] | Old Pal / Кокос и сливки [op_fpel_cococream],Несколько семейств совпали с одинаковым приоритетом; автоматический выбор небезопасен
добавлено в каталог,несколько подходящих семейств,не выбрано точное семейство,bait,plt_op_fkp10,Пресноводный криль 10,pellets,old_pal,,Old Pal / Пресноводный криль [op_boils_fwk] | Old Pal / Пресноводный криль [op_pellets_fwkrill],Несколько семейств совпали с одинаковым приоритетом; автоматический выбор небезопасен
добавлено в каталог,несколько подходящих семейств,не выбрано точное семейство,bait,plt_op_fkp14,Пресноводный криль 14,pellets,old_pal,,Old Pal / Пресноводный криль [op_boils_fwk] | Old Pal / Пресноводный криль [op_pellets_fwkrill],Несколько семейств совпали с одинаковым приоритетом; автоматический выбор небезопасен
добавлено в каталог,несколько подходящих семейств,не выбрано точное семейство,bait,plt_op_fkp18,Пресноводный криль 18,pellets,old_pal,,Old Pal / Пресноводный криль [op_boils_fwk] | Old Pal / Пресноводный криль [op_pellets_fwkrill],Несколько семейств совпали с одинаковым приоритетом; автоматический выбор небезопасен
добавлено в каталог,несколько подходящих семейств,не выбрано точное семейство,bait,plt_op_fkp25,Пресноводный криль 25,pellets,old_pal,,Old Pal / Пресноводный криль [op_boils_fwk] | Old Pal / Пресноводный криль [op_pellets_fwkrill],Несколько семейств совпали с одинаковым приоритетом; автоматический выбор небезопасен
добавлено в каталог,несколько подходящих семейств,не выбрано точное семейство,bait,plt_op_gcp14,Десерт из трав 14,pellets,old_pal,,Old Pal / Десерт из трав [op_pellets_grass] | Old Pal / Десерт из трав [op_fpel_grass],Несколько семейств совпали с одинаковым приоритетом; автоматический выбор небезопасен
добавлено в каталог,несколько подходящих семейств,не выбрано точное семейство,bait,plt_op_gcp18,Десерт из трав 18,pellets,old_pal,,Old Pal / Десерт из трав [op_pellets_grass] | Old Pal / Десерт из трав [op_fpel_grass],Несколько семейств совпали с одинаковым приоритетом; автоматический выбор небезопасен
добавлено в каталог,несколько подходящих семейств,не выбрано точное семейство,bait,plt_op_gcp25,Десерт из трав 25,pellets,old_pal,,Old Pal / Десерт из трав [op_pellets_grass] | Old Pal / Десерт из трав [op_fpel_grass],Несколько семейств совпали с одинаковым приоритетом; автоматический выбор небезопасен
добавлено в каталог,несколько подходящих семейств,не выбрано точное семейство,bait,plt_op_hbp14,Палтус 14,pellets,old_pal,,Old Pal / Палтус [op_boils_hal] | Old Pal / Палтус [op_pellets_halib] | Old Pal / Палтус [op_fpel_halib],Несколько семейств совпали с одинаковым приоритетом; автоматический выбор небезопасен
добавлено в каталог,несколько подходящих семейств,не выбрано точное семейство,bait,plt_op_hbp18,Палтус 18,pellets,old_pal,,Old Pal / Палтус [op_boils_hal] | Old Pal / Палтус [op_pellets_halib] | Old Pal / Палтус [op_fpel_halib],Несколько семейств совпали с одинаковым приоритетом; автоматический выбор небезопасен
добавлено в каталог,несколько подходящих семейств,не выбрано точное семейство,bait,plt_op_hbp25,Палтус 25,pellets,old_pal,,Old Pal / Палтус [op_boils_hal] | Old Pal / Палтус [op_pellets_halib] | Old Pal / Палтус [op_fpel_halib],Несколько семейств совпали с одинаковым приоритетом; автоматический выбор небезопасен
добавлено в каталог,семейство не найдено,не назначено семейство,bait,plt_op_mcp14,Мятный пряник 14,pellets,old_pal,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,bait,plt_op_mcp18,Мятный пряник 18,pellets,old_pal,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,bait,plt_op_mcp25,Мятный пряник 25,pellets,old_pal,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,несколько подходящих семейств,не выбрано точное семейство,bait,plt_op_scr14,Сладкие сливки 14,pellets,old_pal,,Old Pal / Сладкие сливки [op_pellets_cream] | Old Pal / Сладкие сливки [op_fpel_cream],Несколько семейств совпали с одинаковым приоритетом; автоматический выбор небезопасен
добавлено в каталог,несколько подходящих семейств,не выбрано точное семейство,bait,plt_op_scr18,Сладкие сливки 18,pellets,old_pal,,Old Pal / Сладкие сливки [op_pellets_cream] | Old Pal / Сладкие сливки [op_fpel_cream],Несколько семейств совпали с одинаковым приоритетом; автоматический выбор небезопасен
добавлено в каталог,несколько подходящих семейств,не выбрано точное семейство,bait,plt_op_scr8,Сладкие сливки 8,pellets,old_pal,,Old Pal / Сладкие сливки [op_pellets_cream] | Old Pal / Сладкие сливки [op_fpel_cream],Несколько семейств совпали с одинаковым приоритетом; автоматический выбор небезопасен
добавлено в каталог,несколько подходящих семейств,не выбрано точное семейство,bait,plt_op_skp15,Копчености 15,pellets,old_pal,,Old Pal / Копчёности [op_boils_smk] | Old Pal / Копчёности [op_pellets_smoked] | Old Pal / Копчёности [op_fpel_smoked],Несколько семейств совпали с одинаковым приоритетом; автоматический выбор небезопасен
добавлено в каталог,несколько подходящих семейств,не выбрано точное семейство,bait,plt_op_skp18,Копчености 18,pellets,old_pal,,Old Pal / Копчёности [op_boils_smk] | Old Pal / Копчёности [op_pellets_smoked] | Old Pal / Копчёности [op_fpel_smoked],Несколько семейств совпали с одинаковым приоритетом; автоматический выбор небезопасен
добавлено в каталог,несколько подходящих семейств,не выбрано точное семейство,bait,plt_op_skp25,Копчености 25,pellets,old_pal,,Old Pal / Копчёности [op_boils_smk] | Old Pal / Копчёности [op_pellets_smoked] | Old Pal / Копчёности [op_fpel_smoked],Несколько семейств совпали с одинаковым приоритетом; автоматический выбор небезопасен
добавлено в каталог,семейство не найдено,не назначено семейство,lure,jhead_21045,DF Huge Jig RED 150,dead_fish_jigheads,berserk_hooks,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,jhead_21046,DF Huge Jig BLUE 150,dead_fish_jigheads,berserk_hooks,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,jhead_21047,DF Huge Jig GREEN 150,dead_fish_jigheads,berserk_hooks,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,jhead_21048,DF Huge Jig RED 350,dead_fish_jigheads,berserk_hooks,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,jhead_21049,DF Huge Jig BLUE 350,dead_fish_jigheads,berserk_hooks,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,jhead_21050,DF Huge Jig GREEN 350,dead_fish_jigheads,berserk_hooks,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,jhead_21051,DF Huge Jig RED 500,dead_fish_jigheads,berserk_hooks,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,jhead_21052,DF Huge Jig BLUE 500,dead_fish_jigheads,berserk_hooks,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,jhead_21053,DF Huge Jig GREEN 500,dead_fish_jigheads,berserk_hooks,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,jhead_21054,DF Huge Jig RED 750,dead_fish_jigheads,berserk_hooks,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,jhead_21055,DF Huge Jig BLUE 750,dead_fish_jigheads,berserk_hooks,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,jhead_21056,DF Huge Jig GREEN 750,dead_fish_jigheads,berserk_hooks,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,jhead_21080,DF Huge Jig PINK 150,dead_fish_jigheads,berserk_hooks,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,jhead_21081,DF Huge Jig SILVER 150,dead_fish_jigheads,berserk_hooks,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,jhead_21082,DF Huge Jig PINK 350,dead_fish_jigheads,berserk_hooks,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,jhead_21083,DF Huge Jig SILVER 350,dead_fish_jigheads,berserk_hooks,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,jhead_21084,DF Huge Jig PINK 500,dead_fish_jigheads,berserk_hooks,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,jhead_21085,DF Huge Jig SILVER 500,dead_fish_jigheads,berserk_hooks,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,jhead_21086,DF Huge Jig PINK 750,dead_fish_jigheads,berserk_hooks,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,jhead_21087,DF Huge Jig SILVER 750,dead_fish_jigheads,berserk_hooks,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,jhead_21025,GigaJig head FR 280,dead_fish_jigheads,cobra,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,jhead_21026,GigaJig head BLU 280,dead_fish_jigheads,cobra,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,jhead_21027,GigaJig head ROS 280,dead_fish_jigheads,cobra,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,jhead_21028,GigaJig head GR 280,dead_fish_jigheads,cobra,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,jhead_21029,GigaJig head NAT 280,dead_fish_jigheads,cobra,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,jhead_21030,GigaJig head FR 380,dead_fish_jigheads,cobra,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,jhead_21031,GigaJig head BLU 380,dead_fish_jigheads,cobra,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,jhead_21032,GigaJig head ROS 380,dead_fish_jigheads,cobra,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,jhead_21033,GigaJig head GR 380,dead_fish_jigheads,cobra,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,jhead_21034,GigaJig head NAT 380,dead_fish_jigheads,cobra,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,jhead_21035,GigaJig head FR 500,dead_fish_jigheads,cobra,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,jhead_21036,GigaJig head BLU 500,dead_fish_jigheads,cobra,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,jhead_21037,GigaJig head ROS 500,dead_fish_jigheads,cobra,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,jhead_21038,GigaJig head GR 500,dead_fish_jigheads,cobra,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,jhead_21039,GigaJig head NAT 500,dead_fish_jigheads,cobra,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,jhead_21040,GigaJig head FR 700,dead_fish_jigheads,cobra,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,jhead_21041,GigaJig head BLU 700,dead_fish_jigheads,cobra,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,jhead_21042,GigaJig head ROS 700,dead_fish_jigheads,cobra,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,jhead_21043,GigaJig head GR 700,dead_fish_jigheads,cobra,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,jhead_21044,GigaJig head NAT 700,dead_fish_jigheads,cobra,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,hm_jerk_f_100f_001_hq,Wooden Jerk-Fat 100F-001,jerkbaits,Handmade,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,hm_jerk_f_100f_001_lq,Wooden Jerk-Fat 100F-001,jerkbaits,Handmade,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,hm_jerk_f_100f_001_mq,Wooden Jerk-Fat 100F-001,jerkbaits,Handmade,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,hm_jerk_f_100f_002_hq,Wooden Jerk-Fat 100F-002,jerkbaits,Handmade,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,hm_jerk_f_100f_002_lq,Wooden Jerk-Fat 100F-002,jerkbaits,Handmade,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,hm_jerk_f_100f_002_mq,Wooden Jerk-Fat 100F-002,jerkbaits,Handmade,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,hm_jerk_f_100f_003_hq,Wooden Jerk-Fat 100F-003,jerkbaits,Handmade,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,hm_jerk_f_100f_003_lq,Wooden Jerk-Fat 100F-003,jerkbaits,Handmade,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,hm_jerk_f_100f_003_mq,Wooden Jerk-Fat 100F-003,jerkbaits,Handmade,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,hm_jerk_f_100f_004_hq,Wooden Jerk-Fat 100F-004,jerkbaits,Handmade,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,hm_jerk_f_100f_004_lq,Wooden Jerk-Fat 100F-004,jerkbaits,Handmade,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,hm_jerk_f_100f_004_mq,Wooden Jerk-Fat 100F-004,jerkbaits,Handmade,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,hm_jerk_f_100f_005_hq,Wooden Jerk-Fat 100F-005,jerkbaits,Handmade,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,hm_jerk_f_100f_005_lq,Wooden Jerk-Fat 100F-005,jerkbaits,Handmade,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,hm_jerk_f_100f_005_mq,Wooden Jerk-Fat 100F-005,jerkbaits,Handmade,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,hm_jerk_f_140f_001_hq,Wooden Jerk-Fat 140F-001,jerkbaits,Handmade,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,hm_jerk_f_140f_001_lq,Wooden Jerk-Fat 140F-001,jerkbaits,Handmade,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,hm_jerk_f_140f_001_mq,Wooden Jerk-Fat 140F-001,jerkbaits,Handmade,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,hm_jerk_f_140f_002_hq,Wooden Jerk-Fat 140F-002,jerkbaits,Handmade,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,hm_jerk_f_140f_002_lq,Wooden Jerk-Fat 140F-002,jerkbaits,Handmade,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,hm_jerk_f_140f_002_mq,Wooden Jerk-Fat 140F-002,jerkbaits,Handmade,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,hm_jerk_f_140f_003_hq,Wooden Jerk-Fat 140F-003,jerkbaits,Handmade,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,hm_jerk_f_140f_003_lq,Wooden Jerk-Fat 140F-003,jerkbaits,Handmade,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,hm_jerk_f_140f_003_mq,Wooden Jerk-Fat 140F-003,jerkbaits,Handmade,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,hm_jerk_f_140f_004_hq,Wooden Jerk-Fat 140F-004,jerkbaits,Handmade,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,hm_jerk_f_140f_004_lq,Wooden Jerk-Fat 140F-004,jerkbaits,Handmade,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,hm_jerk_f_140f_004_mq,Wooden Jerk-Fat 140F-004,jerkbaits,Handmade,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,hm_jerk_f_140f_005_hq,Wooden Jerk-Fat 140F-005,jerkbaits,Handmade,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,hm_jerk_f_140f_005_lq,Wooden Jerk-Fat 140F-005,jerkbaits,Handmade,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,hm_jerk_f_140f_005_mq,Wooden Jerk-Fat 140F-005,jerkbaits,Handmade,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,hm_jerk_s_110f_001_hq,Wooden Jerk-Slim 110F-001,jerkbaits,Handmade,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,hm_jerk_s_110f_001_lq,Wooden Jerk-Slim 110F-001,jerkbaits,Handmade,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,hm_jerk_s_110f_001_mq,Wooden Jerk-Slim 110F-001,jerkbaits,Handmade,,,Название и подсказка бренда не совпали ни с одним семейством каталога
добавлено в каталог,семейство не найдено,не назначено семейство,lure,hm_jerk_s_110f_002_hq,Wooden Jerk-Slim 110F-002,jerkbaits,Handmade,,,Название и подсказка бренда не совпали ни с одним семейством каталога
