type,domain,systemId,name,brandHint,candidates,prefabPath
unknown_family,lure,hm_shad_140f_005_hq,Balsa Shad 140F-005,Handmade,,
unknown_family,lure,hm_shad_140f_005_lq,Balsa Shad 140F-005,Handmade,,
unknown_family,lure,hm_shad_140f_005_mq,Balsa Shad 140F-005,Handmade,,
unknown_family,lure,hm_shad_140f_006_hq,Balsa Shad 140F-006,Handmade,,
unknown_family,lure,hm_shad_140f_006_lq,Balsa Shad 140F-006,Handmade,,
unknown_family,lure,hm_shad_140f_006_mq,Balsa Shad 140F-006,Handmade,,
unknown_family,lure,hm_shad_60f_001_hq,Balsa Shad 60F-001,Handmade,,
unknown_family,lure,hm_shad_60f_001_lq,Balsa Shad 60F-001,Handmade,,
unknown_family,lure,hm_shad_60f_001_mq,Balsa Shad 60F-001,Handmade,,
unknown_family,lure,hm_shad_60f_002_hq,Balsa Shad 60F-002,Handmade,,
unknown_family,lure,hm_shad_60f_002_lq,Balsa Shad 60F-002,Handmade,,
unknown_family,lure,hm_shad_60f_002_mq,Balsa Shad 60F-002,Handmade,,
unknown_family,lure,hm_shad_60f_003_hq,Balsa Shad 60F-003,Handmade,,
unknown_family,lure,hm_shad_60f_003_lq,Balsa Shad 60F-003,Handmade,,
unknown_family,lure,hm_shad_60f_003_mq,Balsa Shad 60F-003,Handmade,,
unknown_family,lure,hm_shad_60f_004_hq,Balsa Shad 60F-004,Handmade,,
unknown_family,lure,hm_shad_60f_004_lq,Balsa Shad 60F-004,Handmade,,
unknown_family,lure,hm_shad_60f_004_mq,Balsa Shad 60F-004,Handmade,,
unknown_family,lure,hm_shad_60f_005_hq,Balsa Shad 60F-005,Handmade,,
unknown_family,lure,hm_shad_60f_005_lq,Balsa Shad 60F-005,Handmade,,
unknown_family,lure,hm_shad_60f_005_mq,Balsa Shad 60F-005,Handmade,,
unknown_family,lure,hm_shad_60f_006_hq,Balsa Shad 60F-006,Handmade,,
unknown_family,lure,hm_shad_60f_006_lq,Balsa Shad 60F-006,Handmade,,
unknown_family,lure,hm_shad_60f_006_mq,Balsa Shad 60F-006,Handmade,,
unknown_family,lure,hm_shad_85f_001_hq,Balsa Shad 85F-001,Handmade,,
unknown_family,lure,hm_shad_85f_001_lq,Balsa Shad 85F-001,Handmade,,
unknown_family,lure,hm_shad_85f_001_mq,Balsa Shad 85F-001,Handmade,,
unknown_family,lure,hm_shad_85f_002_hq,Balsa Shad 85F-002,Handmade,,
unknown_family,lure,hm_shad_85f_002_lq,Balsa Shad 85F-002,Handmade,,
unknown_family,lure,hm_shad_85f_002_mq,Balsa Shad 85F-002,Handmade,,
unknown_family,lure,hm_shad_85f_003_hq,Balsa Shad 85F-003,Handmade,,
unknown_family,lure,hm_shad_85f_003_lq,Balsa Shad 85F-003,Handmade,,
unknown_family,lure,hm_shad_85f_003_mq,Balsa Shad 85F-003,Handmade,,
unknown_family,lure,hm_shad_85f_004_hq,Balsa Shad 85F-004,Handmade,,
unknown_family,lure,hm_shad_85f_004_lq,Balsa Shad 85F-004,Handmade,,
unknown_family,lure,hm_shad_85f_004_mq,Balsa Shad 85F-004,Handmade,,
unknown_family,lure,hm_shad_85f_005_hq,Balsa Shad 85F-005,Handmade,,
unknown_family,lure,hm_shad_85f_005_lq,Balsa Shad 85F-005,Handmade,,
unknown_family,lure,hm_shad_85f_005_mq,Balsa Shad 85F-005,Handmade,,
unknown_family,lure,hm_shad_85f_006_hq,Balsa Shad 85F-006,Handmade,,
unknown_family,lure,hm_shad_85f_006_lq,Balsa Shad 85F-006,Handmade,,
unknown_family,lure,hm_shad_85f_006_mq,Balsa Shad 85F-006,Handmade,,
unknown_family,lure,hm_spinner_n1_bl_hq,Вращалка №1 004,Handmade,,
unknown_family,lure,hm_spinner_n1_bl_lq,Вращалка №1 004,Handmade,,
unknown_family,lure,hm_spinner_n1_bl_mq,Вращалка №1 004,Handmade,,
unknown_family,lure,hm_spinner_n1_bra_hq,Вращалка №1 001,Handmade,,
unknown_family,lure,hm_spinner_n1_bra_lq,Вращалка №1 001,Handmade,,
unknown_family,lure,hm_spinner_n1_bra_mq,Вращалка №1 001,Handmade,,
unknown_family,lure,hm_spinner_n1_cop_hq,Вращалка №1 002,Handmade,,
unknown_family,lure,hm_spinner_n1_cop_lq,Вращалка №1 002,Handmade,,
unknown_family,lure,hm_spinner_n1_cop_mq,Вращалка №1 002,Handmade,,
unknown_family,lure,hm_spinner_n1_gsil_hq,Вращалка №1 003,Handmade,,
unknown_family,lure,hm_spinner_n1_gsil_lq,Вращалка №1 003,Handmade,,
unknown_family,lure,hm_spinner_n1_gsil_mq,Вращалка №1 003,Handmade,,
unknown_family,lure,hm_spinner_n1_or_r_hq,Вращалка №1 005,Handmade,,
unknown_family,lure,hm_spinner_n1_or_r_lq,Вращалка №1 005,Handmade,,
unknown_family,lure,hm_spinner_n1_or_r_mq,Вращалка №1 005,Handmade,,
unknown_family,lure,hm_spinner_n1_purp_hq,Вращалка №1 006,Handmade,,
unknown_family,lure,hm_spinner_n1_purp_lq,Вращалка №1 006,Handmade,,
unknown_family,lure,hm_spinner_n1_purp_mq,Вращалка №1 006,Handmade,,
unknown_family,lure,hm_spinner_n3_bl_hq,Вращалка №3 004,Handmade,,
unknown_family,lure,hm_spinner_n3_bl_lq,Вращалка №3 004,Handmade,,
unknown_family,lure,hm_spinner_n3_bl_mq,Вращалка №3 004,Handmade,,
missing_public_name,lure,hm_spinner_n3_body_hq,,,,assets/gfx/lures/handmade_lures/hm_spinner_n3/hm_spinner_n3_body_hq.prefab
missing_public_name,lure,hm_spinner_n3_body_lq,,,,assets/gfx/lures/handmade_lures/hm_spinner_n3/hm_spinner_n3_body_lq.prefab
missing_public_name,lure,hm_spinner_n3_body_mq,,,,assets/gfx/lures/handmade_lures/hm_spinner_n3/hm_spinner_n3_body_mq.prefab
unknown_family,lure,hm_spinner_n3_bra_hq,Вращалка №3 001,Handmade,,
unknown_family,lure,hm_spinner_n3_bra_lq,Вращалка №3 001,Handmade,,
unknown_family,lure,hm_spinner_n3_bra_mq,Вращалка №3 001,Handmade,,
unknown_family,lure,hm_spinner_n3_cop_hq,Вращалка №3 002,Handmade,,
unknown_family,lure,hm_spinner_n3_cop_lq,Вращалка №3 002,Handmade,,
unknown_family,lure,hm_spinner_n3_cop_mq,Вращалка №3 002,Handmade,,
unknown_family,lure,hm_spinner_n3_gsil_hq,Вращалка №3 003,Handmade,,
unknown_family,lure,hm_spinner_n3_gsil_lq,Вращалка №3 003,Handmade,,
unknown_family,lure,hm_spinner_n3_gsil_mq,Вращалка №3 003,Handmade,,
unknown_family,lure,hm_spinner_n3_or_r_hq,Вращалка №3 005,Handmade,,
unknown_family,lure,hm_spinner_n3_or_r_lq,Вращалка №3 005,Handmade,,
unknown_family,lure,hm_spinner_n3_or_r_mq,Вращалка №3 005,Handmade,,
unknown_family,lure,hm_spinner_n3_purp_hq,Вращалка №3 006,Handmade,,
unknown_family,lure,hm_spinner_n3_purp_lq,Вращалка №3 006,Handmade,,
unknown_family,lure,hm_spinner_n3_purp_mq,Вращалка №3 006,Handmade,,
unknown_family,lure,hm_spoon_mos_hq,Московская №2,Handmade,,
unknown_family,lure,hm_spoon_mos_lq,Московская №2,Handmade,,
unknown_family,lure,hm_spoon_mos_mq,Московская №2,Handmade,,
unknown_family,lure,hm_spoon_nov_hq,Новгородская №2,Handmade,,
unknown_family,lure,hm_spoon_nov_lq,Новгородская №2,Handmade,,
unknown_family,lure,hm_spoon_nov_mq,Новгородская №2,Handmade,,
unknown_family,lure,hm_spoon_nv_pe_hq,Нижневолжская окуневая,Handmade,,
unknown_family,lure,hm_spoon_nv_pe_lq,Нижневолжская окуневая,Handmade,,
unknown_family,lure,hm_spoon_nv_pe_mq,Нижневолжская окуневая,Handmade,,
unknown_family,lure,hm_spoon_nv_pi_hq,Нижневолжская щучья,Handmade,,
unknown_family,lure,hm_spoon_nv_pi_lq,Нижневолжская щучья,Handmade,,
unknown_family,lure,hm_spoon_nv_pi_mq,Нижневолжская щучья,Handmade,,
unknown_family,lure,hm_spoon_s_pe_hq,Сердобская окуневая,Handmade,,
unknown_family,lure,hm_spoon_s_pe_lq,Сердобская окуневая,Handmade,,
unknown_family,lure,hm_spoon_s_pe_mq,Сердобская окуневая,Handmade,,
unknown_family,lure,hm_spoon_s_pi_hq,Сердобская щучья,Handmade,,
unknown_family,lure,hm_spoon_s_pi_lq,Сердобская щучья,Handmade,,
unknown_family,lure,hm_spoon_s_pi_mq,Сердобская щучья,Handmade,,
unknown_family,lure,hm_spoon_sud_hq,Судаковая №2,Handmade,,
unknown_family,lure,hm_spoon_sud_lq,Судаковая №2,Handmade,,
unknown_family,lure,hm_spoon_sud_mq,Судаковая №2,Handmade,,
unknown_family,lure,hm_spoon_ws_r_bl_hq,Западносибирская К 004,Handmade,,
unknown_family,lure,hm_spoon_ws_r_bl_lq,Западносибирская К 004,Handmade,,
unknown_family,lure,hm_spoon_ws_r_bl_mq,Западносибирская К 004,Handmade,,
unknown_family,lure,hm_spoon_ws_r_bra_hq,Западносибирская К 001,Handmade,,
unknown_family,lure,hm_spoon_ws_r_bra_lq,Западносибирская К 001,Handmade,,
unknown_family,lure,hm_spoon_ws_r_bra_mq,Западносибирская К 001,Handmade,,
unknown_family,lure,hm_spoon_ws_r_cop_hq,Западносибирская К 002,Handmade,,
unknown_family,lure,hm_spoon_ws_r_cop_lq,Западносибирская К 002,Handmade,,
unknown_family,lure,hm_spoon_ws_r_cop_mq,Западносибирская К 002,Handmade,,
unknown_family,lure,hm_spoon_ws_r_gsil_hq,Западносибирская К 003,Handmade,,
unknown_family,lure,hm_spoon_ws_r_gsil_lq,Западносибирская К 003,Handmade,,
unknown_family,lure,hm_spoon_ws_r_gsil_mq,Западносибирская К 003,Handmade,,
unknown_family,lure,hm_spoon_ws_r_or_hq,Западносибирская К 005,Handmade,,
unknown_family,lure,hm_spoon_ws_r_or_lq,Западносибирская К 005,Handmade,,
unknown_family,lure,hm_spoon_ws_r_or_mq,Западносибирская К 005,Handmade,,
unknown_family,lure,hm_spoon_ws_r_purp_hq,Западносибирская К 006,Handmade,,
unknown_family,lure,hm_spoon_ws_r_purp_lq,Западносибирская К 006,Handmade,,
unknown_family,lure,hm_spoon_ws_r_purp_mq,Западносибирская К 006,Handmade,,
unknown_family,lure,hm_spoon_wsb_r_bl_hq,Западносибирская К-Б 004,Handmade,,
unknown_family,lure,hm_spoon_wsb_r_bl_lq,Западносибирская К-Б 004,Handmade,,
unknown_family,lure,hm_spoon_wsb_r_bl_mq,Западносибирская К-Б 004,Handmade,,
unknown_family,lure,hm_spoon_wsb_r_bra_hq,Западносибирская К-Б 001,Handmade,,
unknown_family,lure,hm_spoon_wsb_r_bra_lq,Западносибирская К-Б 001,Handmade,,
unknown_family,lure,hm_spoon_wsb_r_bra_mq,Западносибирская К-Б 001,Handmade,,
unknown_family,lure,hm_spoon_wsb_r_cop_hq,Западносибирская К-Б 002,Handmade,,
unknown_family,lure,hm_spoon_wsb_r_cop_lq,Западносибирская К-Б 002,Handmade,,
unknown_family,lure,hm_spoon_wsb_r_cop_mq,Западносибирская К-Б 002,Handmade,,
unknown_family,lure,hm_spoon_wsb_r_gsil_hq,Западносибирская К-Б 003,Handmade,,
unknown_family,lure,hm_spoon_wsb_r_gsil_lq,Западносибирская К-Б 003,Handmade,,
unknown_family,lure,hm_spoon_wsb_r_gsil_mq,Западносибирская К-Б 003,Handmade,,
unknown_family,lure,hm_spoon_wsb_r_or_hq,Западносибирская К-Б 005,Handmade,,
unknown_family,lure,hm_spoon_wsb_r_or_lq,Западносибирская К-Б 005,Handmade,,
unknown_family,lure,hm_spoon_wsb_r_or_mq,Западносибирская К-Б 005,Handmade,,
unknown_family,lure,hm_spoon_wsb_r_purp_hq,Западносибирская К-Б 006,Handmade,,
unknown_family,lure,hm_spoon_wsb_r_purp_lq,Западносибирская К-Б 006,Handmade,,
unknown_family,lure,hm_spoon_wsb_r_purp_mq,Западносибирская К-Б 006,Handmade,,
unknown_family,lure,hm_spoon_ws_bl_hq,Западносибирская Ф 004,Handmade,,
unknown_family,lure,hm_spoon_ws_bl_lq,Западносибирская Ф 004,Handmade,,
unknown_family,lure,hm_spoon_ws_bl_mq,Западносибирская Ф 004,Handmade,,
unknown_family,lure,hm_spoon_ws_bra_hq,Западносибирская Ф 001,Handmade,,
unknown_family,lure,hm_spoon_ws_bra_lq,Западносибирская Ф 001,Handmade,,
unknown_family,lure,hm_spoon_ws_bra_mq,Западносибирская Ф 001,Handmade,,
unknown_family,lure,hm_spoon_ws_cop_hq,Западносибирская Ф 002,Handmade,,
unknown_family,lure,hm_spoon_ws_cop_lq,Западносибирская Ф 002,Handmade,,
unknown_family,lure,hm_spoon_ws_cop_mq,Западносибирская Ф 002,Handmade,,
unknown_family,lure,hm_spoon_ws_gsil_hq,Западносибирская Ф 003,Handmade,,
unknown_family,lure,hm_spoon_ws_gsil_lq,Западносибирская Ф 003,Handmade,,
unknown_family,lure,hm_spoon_ws_gsil_mq,Западносибирская Ф 003,Handmade,,
unknown_family,lure,hm_spoon_ws_or_r_hq,Западносибирская Ф 005,Handmade,,
unknown_family,lure,hm_spoon_ws_or_r_lq,Западносибирская Ф 005,Handmade,,
unknown_family,lure,hm_spoon_ws_or_r_mq,Западносибирская Ф 005,Handmade,,
unknown_family,lure,hm_spoon_ws_purp_hq,Западносибирская Ф 006,Handmade,,
unknown_family,lure,hm_spoon_ws_purp_lq,Западносибирская Ф 006,Handmade,,
unknown_family,lure,hm_spoon_ws_purp_mq,Западносибирская Ф 006,Handmade,,
unknown_family,lure,hm_spoon_wsb_bl_hq,Западносибирская Ф-Б 004,Handmade,,
unknown_family,lure,hm_spoon_wsb_bl_lq,Западносибирская Ф-Б 004,Handmade,,
unknown_family,lure,hm_spoon_wsb_bl_mq,Западносибирская Ф-Б 004,Handmade,,
unknown_family,lure,hm_spoon_wsb_bra_hq,Западносибирская Ф-Б 001,Handmade,,
unknown_family,lure,hm_spoon_wsb_bra_lq,Западносибирская Ф-Б 001,Handmade,,
unknown_family,lure,hm_spoon_wsb_bra_mq,Западносибирская Ф-Б 001,Handmade,,
unknown_family,lure,hm_spoon_wsb_cop_hq,Западносибирская Ф-Б 002,Handmade,,
unknown_family,lure,hm_spoon_wsb_cop_lq,Западносибирская Ф-Б 002,Handmade,,
unknown_family,lure,hm_spoon_wsb_cop_mq,Западносибирская Ф-Б 002,Handmade,,
unknown_family,lure,hm_spoon_wsb_gsil_hq,Западносибирская Ф-Б 003,Handmade,,
unknown_family,lure,hm_spoon_wsb_gsil_lq,Западносибирская Ф-Б 003,Handmade,,
unknown_family,lure,hm_spoon_wsb_gsil_mq,Западносибирская Ф-Б 003,Handmade,,
unknown_family,lure,hm_spoon_wsb_or_r_hq,Западносибирская Ф-Б 005,Handmade,,
unknown_family,lure,hm_spoon_wsb_or_r_lq,Западносибирская Ф-Б 005,Handmade,,
unknown_family,lure,hm_spoon_wsb_or_r_mq,Западносибирская Ф-Б 005,Handmade,,
unknown_family,lure,hm_spoon_wsb_purp_hq,Западносибирская Ф-Б 006,Handmade,,
unknown_family,lure,hm_spoon_wsb_purp_lq,Западносибирская Ф-Б 006,Handmade,,
unknown_family,lure,hm_spoon_wsb_purp_mq,Западносибирская Ф-Б 006,Handmade,,
unknown_family,lure,old_spoonlure,Старая блесна,Handmade,,
unknown_family,lure,old_spinnerlure,Старая вертушка,soviet,,
missing_public_name,lure,test_fly,,,,assets/gfx/lures/test/test_fly_4/model/test_fly.prefab
unknown_family,lure,softplastic_g_2019,Lynns Twister 30-001,lynns,,
unknown_family,lure,softplastic_g_2020,Lynns Twister 30-002,lynns,,
unknown_family,lure,softplastic_g_2021,Lynns Twister 30-003,lynns,,
unknown_family,lure,softplastic_g_2022,Lynns Twister 30-004,lynns,,
unknown_family,lure,softplastic_g_2023,Lynns Twister 30-005,lynns,,
unknown_family,lure,softplastic_g_2024,Lynns Twister 30-006,lynns,,
unknown_family,lure,softplastic_g_2025,Lynns Twister 30-007,lynns,,
unknown_family,lure,softplastic_g_2026,Lynns Twister 30-008,lynns,,
unknown_family,lure,softplastic_g_2027,Lynns Twister 30-009,lynns,,
unknown_family,lure,softplastic_g_2028,Lynns Twister 70-001,lynns,,
unknown_family,lure,softplastic_g_2029,Lynns Twister 70-002,lynns,,
unknown_family,lure,softplastic_g_2030,Lynns Twister 70-003,lynns,,
unknown_family,lure,softplastic_g_2031,Lynns Twister 70-004,lynns,,
unknown_family,lure,softplastic_g_2032,Lynns Twister 70-005,lynns,,
unknown_family,lure,softplastic_g_2033,Lynns Twister 70-006,lynns,,
unknown_family,lure,softplastic_g_2034,Lynns Twister 70-007,lynns,,
unknown_family,lure,softplastic_g_2035,Lynns Twister 70-008,lynns,,
unknown_family,lure,softplastic_g_2036,Lynns Twister 70-009,lynns,,
unknown_family,lure,softplastic_g_2037,Lynns Twister 110-001,lynns,,
unknown_family,lure,softplastic_g_2038,Lynns Twister 110-002,lynns,,
unknown_family,lure,softplastic_g_2039,Lynns Twister 110-003,lynns,,
unknown_family,lure,softplastic_g_2040,Lynns Twister 110-004,lynns,,
unknown_family,lure,softplastic_g_2041,Lynns Twister 110-005,lynns,,
unknown_family,lure,softplastic_g_2042,Lynns Twister 110-006,lynns,,
unknown_family,lure,softplastic_g_2043,Lynns Twister 110-007,lynns,,
unknown_family,lure,softplastic_g_2044,Lynns Twister 110-008,lynns,,
unknown_family,lure,softplastic_g_2045,Lynns Twister 110-009,lynns,,
unknown_family,lure,softplastic_m_1888,Lynns Huge Minnow 120-001,lynns,,
unknown_family,lure,softplastic_m_1889,Lynns Huge Minnow 120-002,lynns,,
unknown_family,lure,softplastic_m_1890,Lynns Huge Minnow 120-003,lynns,,
unknown_family,lure,softplastic_m_1891,Lynns Huge Minnow 120-004,lynns,,
unknown_family,lure,softplastic_m_1892,Lynns Huge Minnow 120-005,lynns,,
unknown_family,lure,softplastic_m_1893,Lynns Huge Minnow 120-006,lynns,,
unknown_family,lure,softplastic_m_1894,Lynns Huge Minnow 120-007,lynns,,
unknown_family,lure,softplastic_m_1895,Lynns Huge Minnow 120-008,lynns,,
unknown_family,lure,softplastic_m_1896,Lynns Huge Minnow 120-009,lynns,,
unknown_family,lure,softplastic_m_1897,Lynns Huge Minnow 120-010,lynns,,
unknown_family,lure,softplastic_m_1944,Lynns Minnow 40-001,lynns,,
unknown_family,lure,softplastic_m_1945,Lynns Minnow 40-002,lynns,,
unknown_family,lure,softplastic_m_1946,Lynns Minnow 40-003,lynns,,
unknown_family,lure,softplastic_m_1947,Lynns Minnow 40-004,lynns,,
unknown_family,lure,softplastic_m_1948,Lynns Minnow 40-005,lynns,,
unknown_family,lure,softplastic_m_1949,Lynns Minnow 40-006,lynns,,
unknown_family,lure,softplastic_m_1950,Lynns Minnow 40-007,lynns,,
unknown_family,lure,softplastic_m_1951,Lynns Minnow 40-008,lynns,,
unknown_family,lure,softplastic_m_1952,Lynns Minnow 40-009,lynns,,
unknown_family,lure,softplastic_m_1953,Lynns Minnow 80-001,lynns,,
unknown_family,lure,softplastic_m_1954,Lynns Minnow 80-002,lynns,,
unknown_family,lure,softplastic_m_1955,Lynns Minnow 80-003,lynns,,
unknown_family,lure,softplastic_m_1956,Lynns Minnow 80-004,lynns,,
unknown_family,lure,softplastic_m_1957,Lynns Minnow 80-005,lynns,,
unknown_family,lure,softplastic_m_1958,Lynns Minnow 80-006,lynns,,
unknown_family,lure,softplastic_m_1959,Lynns Minnow 80-007,lynns,,
unknown_family,lure,softplastic_m_1960,Lynns Minnow 80-008,lynns,,
unknown_family,lure,softplastic_m_1961,Lynns Minnow 80-009,lynns,,
unknown_family,lure,plug_lc_1631,PS crank C1,syberia,,
unknown_family,lure,plug_lc_1632,PS crank C2,syberia,,
unknown_family,lure,plug_lc_1633,PS crank C3,syberia,,
unknown_family,lure,plug_lc_1634,PS crank C4,syberia,,
unknown_family,lure,plug_lc_1635,PS crank C5,syberia,,
unknown_family,lure,plug_m_1624,Humpy C1,syberia,,
unknown_family,lure,plug_m_1625,Humpy C2,syberia,,
unknown_family,lure,plug_m_1626,Humpy C3,syberia,,
unknown_family,lure,plug_m_1627,Humpy C4,syberia,,
unknown_family,lure,plug_m_1628,Humpy C5,syberia,,
unknown_family,lure,plug_m_1629,Humpy C6,syberia,,
unknown_family,lure,plug_m_1630,Humpy C7,syberia,,
unknown_family,lure,plug_m_1914,Snatcher-S001,ylin_uistin,,
unknown_family,lure,plug_m_1915,Snatcher-S002,ylin_uistin,,
unknown_family,lure,plug_m_1916,Snatcher-S003,ylin_uistin,,
unknown_family,lure,plug_m_1917,Snatcher-S004,ylin_uistin,,
unknown_family,lure,plug_m_1918,Snatcher-S005,ylin_uistin,,
unknown_family,lure,plug_m_1919,Snatcher-S006,ylin_uistin,,
unknown_family,lure,plug_m_1920,Snatcher-S007,ylin_uistin,,
unknown_family,lure,plug_m_1921,Snatcher-S008,ylin_uistin,,
unknown_family,lure,plug_m_1922,Snatcher-S009,ylin_uistin,,
unknown_family,lure,topwater_1961,Orig Walker-001,ylin_uistin,,
unknown_family,lure,topwater_1962,Orig Walker-002,ylin_uistin,,
unknown_family,lure,topwater_1963,Orig Walker-003,ylin_uistin,,
unknown_family,lure,topwater_1964,Orig Walker-004,ylin_uistin,,
unknown_family,lure,topwater_1965,Orig Walker-005,ylin_uistin,,
unknown_family,lure,topwater_1966,Orig Walker-006,ylin_uistin,,
unknown_family,lure,topwater_1967,Orig Walker-007,ylin_uistin,,
unknown_family,lure,topwater_2024,UL Popper-001,ylin_uistin,,
unknown_family,lure,topwater_2025,UL Popper-002,ylin_uistin,,
unknown_family,lure,topwater_2026,UL Popper-003,ylin_uistin,,
unknown_family,lure,topwater_2027,UL Popper-004,ylin_uistin,,
unknown_family,lure,topwater_2028,UL Popper-005,ylin_uistin,,
unknown_family,lure,topwater_2029,UL Popper-006,ylin_uistin,,
unknown_family,lure,plug_m_1752,Terminator SD10-001,zeiman,,
unknown_family,lure,plug_m_1753,Terminator SD10-002,zeiman,,
unknown_family,lure,plug_m_1754,Terminator SD10-003,zeiman,,
unknown_family,lure,plug_m_1755,Terminator SD10-004,zeiman,,
unknown_family,lure,plug_m_1756,Terminator SD10-005,zeiman,,
unknown_family,lure,plug_m_1757,Terminator SD10-006,zeiman,,
unknown_family,lure,plug_m_1758,Terminator SD10-007,zeiman,,
unknown_family,lure,plug_m_1816,Terminator SD14-001,zeiman,,
unknown_family,lure,plug_m_1817,Terminator SD14-002,zeiman,,
unknown_family,lure,plug_m_1818,Terminator SD14-003,zeiman,,
unknown_family,lure,plug_m_1819,Terminator SD14-004,zeiman,,
unknown_family,lure,plug_m_1820,Terminator SD14-005,zeiman,,
unknown_family,lure,plug_m_1821,Terminator SD14-006,zeiman,,
unknown_family,lure,plug_m_1822,Terminator SD14-007,zeiman,,
