name,category,brend,source_url,size,protection,test,test_mod,per,per_mod,speed,speed_mod,frik,frik_mod,meh,meh_mod,lvl,price_ser,price_gold,capacity,capacity_mod,system_id,photo
Hunter 60S,Безинерционные,Zeiman,https://potryasovgame.ru/page110667406.html,6000,true,8,,"4,8:1",,"0,79",,16,,"43,55",,20,4499,"35,44",,,spin_7015,/uploads/reels/spin_7015.png
Hunter 60S 9-Years,Безинерционные,Zeiman,https://potryasovgame.ru/page110667406.html,6000,true,8,,"4,8:1",,"0,79",,16,,"43,55",,20,,"35,44",,,spin_7004,/uploads/reels/spin_7004.png
Horizon III 6000S,Безинерционные,Trident,https://potryasovgame.ru/page110667406.html,6000,false,8,,"4,6:1","4,5:1","0,74","0,72","15,6",,"38,22",,20,3999,"31,99",,,spin_6087,/uploads/reels/spin_6087.png
Everest II 6000s,Безинерционные,Trident,https://potryasovgame.ru/page110667406.html,6000,false,8,,"4,3:1",,"0,59",,"16,3","17,9","35,16",,22,,,,,spin_5117,/uploads/reels/spin_5117.png
Commandor GS 60S,Безинерционные,Zeiman,https://potryasovgame.ru/page110667406.html,6000,true,8,,"4,8:1",,"0,65",,"14,5",,"36,31",,24,3199,26,,,spin_5100,/uploads/reels/spin_5100.png
Natora 6000,Безинерционные,Beluga,https://potryasovgame.ru/page110667406.html,6000,false,8,,"5,6:1",,"0,88",,15,"16,5","37,43",,22,3116,26,,,spin_5126,/uploads/reels/spin_5126.png
Natora 6000 Supercarp,Безинерционные,Beluga,https://potryasovgame.ru/page110667406.html,6000,false,8,,"5,6:1",,"0,88",,15,"16,5","36,96",,20,,"25,9",,,spin_6039,/uploads/reels/spin_6039.png
Velara 6000,Безинерционные,Beluga,https://potryasovgame.ru/page110667406.html,6000,false,8,,"5,1:1","5,4:1","0,83","1,11","14,5",,"38,98",,19,2550,"21,42",,,spin_6026,/uploads/reels/spin_6026.png
Velara 6000 Mystique,Безинерционные,Beluga,https://potryasovgame.ru/page110667406.html,6000,false,8,,"5,1:1","5,4:1","0,83","1,11","14,5",,"38,98",,18,,"21,42",,,spin_6028,/uploads/reels/spin_6028.png
Narga 6000,Безинерционные,Beluga,https://potryasovgame.ru/page110667406.html,6000,false,8,,"4,6:1",,"0,71",,"13,6",,"35,86",,20,1985,17,,,spin_5120,/uploads/reels/spin_5120.png
Commandor 2 60S,Безинерционные,Zeiman,https://potryasovgame.ru/page110667406.html,6000,false,8,,"4,8:1",,"0,68",,"13,4",,"30,12",,20,1950,17,,,spin_5362,/uploads/reels/spin_5362.png
Alfa 6000,Безинерционные,Sputnik,https://potryasovgame.ru/page110667406.html,6000,false,8,,"5,4:1",,"0,81",,"13,5",,"31,56",,20,1888,16,,,spin_5194,/uploads/reels/spin_5194.png
Gold 60s,Безинерционные,Syberia,https://potryasovgame.ru/page110667406.html,6000,false,8,,"5,7:1",,"0,78",,14,,"28,35",,20,1847,16,,,spin_5044,/uploads/reels/spin_5044.png
Pulsar 6000,Безинерционные,Sputnik,https://potryasovgame.ru/page110667406.html,6000,false,8,,"5,4:1",,"0,78",,"9,5","10,4","24,16",,16,1250,11,,,spin_5398,/uploads/reels/spin_5398.png
Sabre 60s,Безинерционные,Syberia,https://potryasovgame.ru/page110667406.html,6000,false,8,,"4,8:1",,"0,67",,"9,9",,"21,68",,16,1160,10,,,spin_5066,/uploads/reels/spin_5066.png
Super Cast 6000s,Безинерционные,EF,https://potryasovgame.ru/page110667406.html,6000,false,8,,"4,8:1",,"0,87",,"8,2",9,"15,79",,15,698,6,,,c_spin_5384,/uploads/reels/c_spin_5384.png
Proton 6000,Безинерционные,Sputnik,https://potryasovgame.ru/page110667406.html,6000,false,8,,"4,8:1",,"0,68",,"8,1","8,9","17,26",,12,630,6,,,spin_5187,/uploads/reels/spin_5187.png
Pride 6000S,Безинерционные,EF,https://potryasovgame.ru/page110667406.html,6000,false,8,,"5,0:1",,"0,75",,"7,5",9,"17,26",,14,533,5,,,spin_5030,/uploads/reels/spin_5030.png
Adriatica 5000S,Безинерционные,EF,https://potryasovgame.ru/page110667406.html,6000,false,8,,"5,4:1",,"0,78",,"7,5",9,14,,12,450,4,,,spin_5027,/uploads/reels/spin_5027.png
Chronica 6000,Безинерционные,Beluga,https://potryasovgame.ru/page110667406.html,6000,true,8,,"3,8:1",,"0,6",,19,20,"72,1",,27,,49,,,spin_5369,/uploads/reels/spin_5369.png
Bestia 4000,Безинерционные,Beluga,https://potryasovgame.ru/page110667406.html,4000,false,4,,"6,2:1",,"0,74",,"18,1","19,6","45,9",,28,8100,58,,,spin_5135,/uploads/reels/spin_5135.png
Admiral II 4000S,Безинерционные,Trident,https://potryasovgame.ru/page110667406.html,4000,true,4,,"6,1:1",,"0,72",,"17,7","15,9","43,16",,24,5650,"43,06",,,spin_6110,/uploads/reels/spin_6110.png
Admiral 4000s,Безинерционные,Trident,https://potryasovgame.ru/page110667406.html,4000,false,4,,"6,2:1",,"0,74",,"17,2",,"42,86",,28,,,,,spin_5220,/uploads/reels/spin_5220.png
Tagara 4000,Безинерционные,Beluga,https://potryasovgame.ru/page110667406.html,4000,true,4,,"6,2:1",,"0,72",,"16,3",,"39,95",,26,5076,39,,,spin_5149,/uploads/reels/spin_5149.png
P-Series 2 GS 40S,Безинерционные,Zeiman,https://potryasovgame.ru/page110667406.html,4000,false,4,,"5,1:1",,"0,63",,"16,3","18,7","29,95",,28,,,,,spin_5402,/uploads/reels/spin_5402.png
Azimut 4000,Безинерционные,SAT,https://potryasovgame.ru/page110667406.html,4000,true,4,,"5,8:1",,"0,71",,"15,4",,"37,56",,22,4699,"36,8",,,spin_5818,/uploads/reels/spin_5818.png
Z-Series 2 40S,Безинерционные,Zeiman,https://potryasovgame.ru/page110667406.html,4000,false,4,,"5,1:1",,"0,62",,"15,7",,"28,18",,26,3998,32,,,spin_5345,/uploads/reels/spin_5345.png
Major ltd 2 4000s,Безинерционные,Trident,https://potryasovgame.ru/page110667406.html,4000,false,4,,"6,2:1",,"0,74",,"15,4","17,9","34,03",,26,,,,,spin_5215,/uploads/reels/spin_5215.png
Major 2 4000s,Безинерционные,Trident,https://potryasovgame.ru/page110667406.html,4000,false,4,,"5,4:1",,"0,59",,14,15,"31,6",,24,,,,,spin_5213,/uploads/reels/spin_5213.png
Everest III 4000S,Безинерционные,Trident,https://potryasovgame.ru/page110667406.html,4000,true,4,,"5,1:1","6,2:1","0,64","0,78","14,5",,"30,55",,20,3299,"26,99",,,spin_6088,/uploads/reels/spin_6088.png
Hunter 40S,Безинерционные,Zeiman,https://potryasovgame.ru/page110667406.html,4000,true,4,,"6,8:1",,"0,83",,"14,2",,"32,45",,20,2999,"24,79",,,spin_7014,/uploads/reels/spin_7014.png
Everest II 4000s,Безинерционные,Trident,https://potryasovgame.ru/page110667406.html,4000,false,4,,"4,3:1",,"0,51",,13,15,"30,16",,22,,,,,spin_5116,/uploads/reels/spin_5116.png
Commandor GS 40S,Безинерционные,Zeiman,https://potryasovgame.ru/page110667406.html,4000,true,4,,"4,0:1",,"0,47",,"12,7","13,9","23,71",,22,2611,22,,,spin_5099,/uploads/reels/spin_5099.png
Natora 4000,Безинерционные,Beluga,https://potryasovgame.ru/page110667406.html,4000,false,4,,"6,2:1",,"0,74",,"12,7",14,"35,49",,22,2499,21,,,spin_5125,/uploads/reels/spin_5125.png
Conquest II 4000s,Безинерционные,Trident,https://potryasovgame.ru/page110667406.html,4000,false,4,,"5,2:1",,"0,62",,"12,7",15,"29,9",,20,,,,,spin_5317,/uploads/reels/spin_5317.png
Commandor 2 40S,Безинерционные,Zeiman,https://potryasovgame.ru/page110667406.html,4000,false,4,,"5,8:1",,"0,7",,12,"13,9","21,02",,20,1699,15,,,spin_5363,/uploads/reels/spin_5363.png
Narga 4000,Безинерционные,Beluga,https://potryasovgame.ru/page110667406.html,4000,false,4,,"5,2:1",,"0,62",,"11,7","13,9","27,33",,20,1621,14,,,spin_5119,/uploads/reels/spin_5119.png
Bird 2 GSX 40S,Безинерционные,Zeiman,https://potryasovgame.ru/page110667406.html,4000,false,4,,"5,1:1",,"0,59",,"9,5",,"17,94",,17,1374,12,,,spin_5225,/uploads/reels/spin_5225.png
Alfa 4000,Безинерционные,Sputnik,https://potryasovgame.ru/page110667406.html,4000,false,4,,"5,8:1",,"0,68",,9,,"16,96",,18,1201,11,,,spin_5193,/uploads/reels/spin_5193.png
Model De Luxe 430S,Безинерционные,Marshall,https://potryasovgame.ru/page110667406.html,4000,false,4,,"3,8:1",,"0,44",,9,,"24,24",,16,790,"6,9",,,spin_5390,/uploads/reels/spin_5390.png
Sabre 40s,Безинерционные,Syberia,https://potryasovgame.ru/page110667406.html,4000,false,4,,"5,0:1",,"0,63",,9,,"13,02",,16,787,7,,,spin_5041,/uploads/reels/spin_5041.png
Horizon 2 4000s,Безинерционные,Trident,https://potryasovgame.ru/page110667406.html,4000,false,4,,"5,0:1",,-,,"8,2",9,"17,91",,15,,,,,spin_5069_2,/uploads/reels/spin_5069_2.png
Pulsar 4000,Безинерционные,Sputnik,https://potryasovgame.ru/page110667406.html,4000,false,4,,"5,8:1",,"0,68",,"8,6","10,4","15,21",,15,745,7,,,spin_5399,/uploads/reels/spin_5399.png
Proton 4000,Безинерционные,Sputnik,https://potryasovgame.ru/page110667406.html,4000,false,4,,"5,1:1",,-,,"7,8","8,9","13,81",,12,529,5,,,spin_5186,/uploads/reels/spin_5186.png
Pride 4000S,Безинерционные,EF,https://potryasovgame.ru/page110667406.html,4000,false,4,,"5,2:1",,-,,"7,5",9,"9,43",,14,480,4,,,spin_5029,/uploads/reels/spin_5029.png
Hercules G2 40s,Безинерционные,Syberia,https://potryasovgame.ru/page110667406.html,4000,false,4,,"5,0:1",,"0,64",,"6,8","7,8","10,15",,13,460,4,,,spin_5360,/uploads/reels/spin_5360.png
Element PRO 4000,Безинерционные,Sputnik,https://potryasovgame.ru/page110667406.html,4000,false,4,,"5,2:1",,"0,62",,"6,4",,"11,05",,8,380,4,,,spin_5184,/uploads/reels/spin_5184.png
Dragon 40s,Безинерционные,Syberia,https://potryasovgame.ru/page110667406.html,4000,false,4,,"5,0:1",,"0,61",,"5,8","7,8","9,02",,8,363,3,,,spin_5063,/uploads/reels/spin_5063.png
Element 4000,Безинерционные,Sputnik,https://potryasovgame.ru/page110667406.html,4000,false,4,,"5,2:1",,-,,"5,4",,"9,53",,6,249,2,,,spin_5180,/uploads/reels/spin_5180.png
Lagoon-HP 2 4000S,Безинерционные,EF,https://potryasovgame.ru/page110667406.html,4000,false,4,,"5,2:1",,-,,"5,4","6,5","8,04",,9,229,2,,,spin_5825,/uploads/reels/spin_5825.png
Lacerti-S 2 4000S,Безинерционные,EF,https://potryasovgame.ru/page110667406.html,4000,false,4,,"6,1:1",,"0,73",,"4,2","6,5","4,95",,5,138,1,,,spin_5357,/uploads/reels/spin_5357.png
Lacerti 2 4000S,Безинерционные,EF,https://potryasovgame.ru/page110667406.html,4000,false,4,,"6,1:1",,-,,"3,8","6,5","4,95",,3,99,1,,,spin_5358,/uploads/reels/spin_5358.png
Lacerti-SX NG 4000,Безинерционные,EF,https://potryasovgame.ru/page110667406.html,4000,false,4,,"5,7:1",,-,,"4,2","6,5","6,07",,5,118,"1,13",,,spin_6102,/uploads/reels/spin_6102.png
Lacerti NG 4000,Безинерционные,EF,https://potryasovgame.ru/page110667406.html,4000,false,4,,"6,1:1",,-,,"3,8","6,5","5,39",,3,"58,5","0,57",,,spin_6101,/uploads/reels/spin_6101.png
Aviator SP 3000 XHS,Безинерционные,Reef,https://potryasovgame.ru/page110667406.html,3000,true,3,,"7,1:1",,"0,75",,"18,2",,"46,92",,26,11900,"77,94",,,spin_6093,/uploads/reels/spin_6093.png
Bestia II 3000 SHS,Безинерционные,Beluga,https://potryasovgame.ru/page110667406.html,3000,true,3,,"7,0:1","6,8:1","0,79",,"17,2",,"43,84",,25,7999,"57,36",,,spin_5685,/uploads/reels/spin_5685.png
Olaf SP 30,Безинерционные,Zeiman,https://potryasovgame.ru/page110667406.html,3000,false,3,,"6,2:1",,"0,71",,"17,6",,"40,92",,24,7399,"53,86",,,spin_5697,/uploads/reels/spin_5697.png
Tagara II 3000 SHS,Безинерционные,Beluga,https://potryasovgame.ru/page110667406.html,3000,true,3,,"6,8:1","5,1:1","0,76",,"16,3",,"39,76",,22,4999,"38,81",,,spin_5676,/uploads/reels/spin_5676.png
Bestia 3000,Безинерционные,Beluga,https://potryasovgame.ru/page110667406.html,3000,false,3,,"6,2:1",,"0,66",,"17,2",,"42,44",,28,7553,55,,,spin_5134,/uploads/reels/spin_5134.png
P-Series 2 GS 30S,Безинерционные,Zeiman,https://potryasovgame.ru/page110667406.html,3000,false,3,,"5,8:1",,"0,68",,"16,3","18,7","25,32",,28,,,,,spin_5403,/uploads/reels/spin_5403.png
Mayor III 3000S + 9 Years,Безинерционные,Trident,https://potryasovgame.ru/page110667406.html,3000,true,3,,"6,1:1","6,5:1","0,69","0,74","15,9","17,7",35,"41,78",24,4196,"33,36",,,spin_6115_g,/uploads/reels/spin_6115_g.png
Z-Series 2 30S,Безинерционные,Zeiman,https://potryasovgame.ru/page110667406.html,3000,false,3,,"5,8:1",,-,,"15,7",,"22,97",,26,3898,31,,,spin_5346,/uploads/reels/spin_5346.png
Mayor ltd 2 3000s,Безинерционные,Trident,https://potryasovgame.ru/page110667406.html,3000,false,3,,"5,2:1",,-,,"13,6",15,"31,38",,26,,,,,spin_5214,/uploads/reels/spin_5214.png
Natora 3000,Безинерционные,Beluga,https://potryasovgame.ru/page110667406.html,3000,false,3,,"6,2:1",,"0,66",,"11,3",,"28,58",,22,2349,20,,,spin_5124,/uploads/reels/spin_5124.png
Velara 3000,Безинерционные,Beluga,https://potryasovgame.ru/page110667406.html,3000,false,3,,"5,9:1",,"0,65",,"12,7",14,"30,55",,18,1950,"16,77",,,spin_6025,/uploads/reels/spin_6025.png
Corsair 30S,Безинерционные,Zeiman,https://potryasovgame.ru/page110667406.html,3000,false,3,,"6,2:1",,"0,67",,"10,8","11,9","22,26",,22,1920,17,,,spin_5352,/uploads/reels/spin_5352.png
Horizon III 3000S,Безинерционные,Trident,https://potryasovgame.ru/page110667406.html,3000,false,3,,"5,7:1","6,6:1","0,68","0,79",12,,"24,9","28,92",17,1700,"14,78",,,spin_6086,/uploads/reels/spin_6086.png
Horizon III 3000S 9-Anniversary,Безинерционные,Trident,https://potryasovgame.ru/page110667406.html,3000,false,3,,"5,9:1","6,6:1","0,7","0,78",12,,"28,92","24,9",15,,"14,78",,,spin_7006,/uploads/reels/spin_7006.png
Commandor 2 30S,Безинерционные,Zeiman,https://potryasovgame.ru/page110667406.html,3000,false,3,,"5,8:1",,"0,62",,"10,8","11,9","18,6",,20,1499,13,,,spin_5364,/uploads/reels/spin_5364.png
Bird 2 GSX 30S,Безинерционные,Zeiman,https://potryasovgame.ru/page110667406.html,3000,false,3,,"5,1:1",,-,,"8,6",,"16,57",,17,1099,10,,,spin_5224,/uploads/reels/spin_5224.png
Gold 30s,Безинерционные,Syberia,https://potryasovgame.ru/page110667406.html,3000,false,3,,"6,2:1",,"0,69",,8,10,"16,82",,18,995,9,,,spin_5043,/uploads/reels/spin_5043.png
Bird 2 GS 30S,Безинерционные,Zeiman,https://potryasovgame.ru/page110667406.html,3000,false,3,,"5,1:1",,"0,53",,"8,2",,"18,5",,15,870,8,,,spin_5227,/uploads/reels/spin_5227.png
Mosquito 2 3000s,Безинерционные,Trident,https://potryasovgame.ru/page110667406.html,3000,false,3,,"5,2:1",,-,,"8,6",9,"17,06",,16,,,,,spin_5052_2,/uploads/reels/spin_5052_2.png
Horizon 2 3000s,Безинерционные,Trident,https://potryasovgame.ru/page110667406.html,3000,false,3,,"5,2:1",,-,,"7,7",,"18,8",,15,,,,,spin_5068_2,/uploads/reels/spin_5068_2.png
Meteor 30s,Безинерционные,Syberia,https://potryasovgame.ru/page110667406.html,3000,false,3,,"6,0:1",,"0,65",,"7,7",10,"15,98",,16,698,6,,,spin_5217,/uploads/reels/spin_5217.png
Pegasus 30s,Безинерционные,Syberia,https://potryasovgame.ru/page110667406.html,3000,false,3,,"5,0:1",,-,,"5,8","7,8","8,81",,14,399,4,,,spin_5065,/uploads/reels/spin_5065.png
Dragon 30s,Безинерционные,Syberia,https://potryasovgame.ru/page110667406.html,3000,false,3,,"5,0:1",,-,,"5,8","7,8","6,72",,8,363,3,,,spin_5037,/uploads/reels/spin_5037.png
Element PRO 3000,Безинерционные,Sputnik,https://potryasovgame.ru/page110667406.html,3000,false,3,,"5,4:1",,-,,"5,4",,"9,93",,8,350,3,,,spin_5183,/uploads/reels/spin_5183.png
Adriatica 3000S,Безинерционные,EF,https://potryasovgame.ru/page110667406.html,3000,false,3,,"6,1:1",,"0,76",,"5,4","6,5","6,48",,12,249,2,,,spin_5026,/uploads/reels/spin_5026.png
Element 3000,Безинерционные,Sputnik,https://potryasovgame.ru/page110667406.html,3000,false,3,,"5,4:1",,"0,58",,"5,4",,"8,04",,6,249,2,,,spin_5179,/uploads/reels/spin_5179.png
Hydra G2 30s,Безинерционные,Syberia,https://potryasovgame.ru/page110667406.html,3000,false,3,,"5,0:1",,"0,52",,"5,2",,"5,88",,5,184,2,,,spin_5359,/uploads/reels/spin_5359.png
Lagoon 3000S,Безинерционные,EF,https://potryasovgame.ru/page110667406.html,3000,false,3,,"6,1:1",,"0,76",,"5,4","6,5","5,44",,7,178,2,,,spin_5022,/uploads/reels/spin_5022.png
Libra 2 3000S,Безинерционные,EF,https://potryasovgame.ru/page110667406.html,3000,false,3,,"5,4:1",,-,,"3,3",,"4,5",,1,33,,,,spin_5823,/uploads/reels/spin_5823.png
Spark 2 3000S,Безинерционные,EF,https://potryasovgame.ru/page110667406.html,3000,false,3,,"5,4:1",,-,,"3,2",,"3,77",,1,10,,,,spin_5821,/uploads/reels/spin_5821.png
Aviator SP 2000 XHS,Безинерционные,Reef,https://potryasovgame.ru/page110667406.html,2000,true,2,,"7,2:1",,"0,69",,"11,3",,"36,09",,26,14900,"91,48",,,spin_6092,/uploads/reels/spin_6092.png
Bestia II 2000 SHS,Безинерционные,Beluga,https://potryasovgame.ru/page110667406.html,2000,true,2,,"7,1:1",,"0,72",,"10,8",,"24,25",,25,13500,"85,39",,,spin_5684,/uploads/reels/spin_5684.png
Overlord 3RS 20S,Безинерционные,Zeiman,https://potryasovgame.ru/page110667406.html,2000,false,2,,"5,1:1",,-,,10,,"25,95",,28,11999,,,,spin_5425,/uploads/reels/spin_5425.png
JSX Inferno 20S,Безинерционные,Zeiman,https://potryasovgame.ru/page110667406.html,2000,false,2,,"6,2:1",,-,,10,,"22,45",,30,11556,76,,,spin_5356,/uploads/reels/spin_5356.png
Overlord 3GS 20S,Безинерционные,Zeiman,https://potryasovgame.ru/page110667406.html,2000,false,2,,"5,1:1",,-,,"9,5",,"23,06",,26,9600,,,,spin_5423,/uploads/reels/spin_5423.png
JSX 20S,Безинерционные,Zeiman,https://potryasovgame.ru/page110667406.html,2000,false,2,,"6,2:1",,-,,"9,5",,"20,84",,30,9119,64,,,spin_5354,/uploads/reels/spin_5354.png
Major III 2000S,Безинерционные,Beluga,https://potryasovgame.ru/page110667406.html,2000,true,2,,"6,6:1",,"0,59",,"9,3",,"19,7",,21,7596,"55,02",,,spin_6114,/uploads/reels/spin_6114.png
Bestia 2000,Безинерционные,Beluga,https://potryasovgame.ru/page110667406.html,2000,false,2,,"6,2:1",,-,,9,,"22,49",,28,6685,50,,,spin_5133,/uploads/reels/spin_5133.png
Overlord 3BS 20S,Безинерционные,Zeiman,https://potryasovgame.ru/page110667406.html,2000,false,2,,"5,7:1",,-,,"9,1",,"20,95",,25,6500,,,,spin_5421,/uploads/reels/spin_5421.png
Olaf SP 20,Безинерционные,Zeiman,https://potryasovgame.ru/page110667406.html,2000,false,2,,"6,2:1",,"0,58",,"8,9",,"24,78",,22,5699,"43,38",,,spin_5696,/uploads/reels/spin_5696.png
Overlord 3E 20S,Безинерционные,Zeiman,https://potryasovgame.ru/page110667406.html,2000,false,2,,"5,3:1",,-,,"8,4",,"20,36",,23,5200,,,,spin_5419,/uploads/reels/spin_5419.png
P-Series 2 GS 20S,Безинерционные,Zeiman,https://potryasovgame.ru/page110667406.html,2000,false,2,,"5,1:1",,-,,"8,6",,"17,05",,28,,,,,spin_5404,/uploads/reels/spin_5404.png
Admiral 2000s,Безинерционные,Trident,https://potryasovgame.ru/page110667406.html,2000,false,2,,"6,2:1",,-,,"8,2",9,"17,7",,28,,,,,spin_5219,/uploads/reels/spin_5219.png
Z-Series 2 20S,Безинерционные,Zeiman,https://potryasovgame.ru/page110667406.html,2000,false,2,,"5,1:1",,-,,"8,2",,"16,45",,26,3898,31,,,spin_5347,/uploads/reels/spin_5347.png
Overlord 3B 20S,Безинерционные,Zeiman,https://potryasovgame.ru/page110667406.html,2000,false,2,,"5,3:1",,-,,7,,"19,6",,20,3500,,,,spin_5417,/uploads/reels/spin_5417.png
Major 2 2000s,Безинерционные,Trident,https://potryasovgame.ru/page110667406.html,2000,false,2,,"5,2:1",,-,,"7,2",,"17,95",,24,,,,,spin_5212,/uploads/reels/spin_5212.png
Overlord 3 20S,Безинерционные,Zeiman,https://potryasovgame.ru/page110667406.html,2000,false,2,,"5,1:1",,-,,"6,4",,"18,66",,19,2800,,,,spin_5415,/uploads/reels/spin_5415.png
Overlord 3 20S 8-Years,Безинерционные,Zeiman,https://potryasovgame.ru/page110667406.html,2000,false,2,,"6,1:1",,-,,"6,4",,-,,19,,"23,31",,,spin_5724,/uploads/reels/spin_5724.png
Natora 2000,Безинерционные,Beluga,https://potryasovgame.ru/page110667406.html,2000,false,2,,"6,2:1",,"0,62",,"6,3","6,9","16,24",,22,2349,20,,,spin_5123,/uploads/reels/spin_5123.png
Corsair 20S,Безинерционные,Zeiman,https://potryasovgame.ru/page110667406.html,2000,false,2,,"6,2:1",,-,,"6,1",,"17,62",,22,2099,18,,,spin_5351,/uploads/reels/spin_5351.png
Commandor 2 20S,Безинерционные,Zeiman,https://potryasovgame.ru/page110667406.html,2000,false,2,,"5,8:1",,"0,52",,6,,"9,7",,20,1981,17,,,spin_5365,/uploads/reels/spin_5365.png
Narga 2000,Безинерционные,Beluga,https://potryasovgame.ru/page110667406.html,2000,false,2,,"5,6:1",,-,,"5,5","5,9","16,66",,20,1621,14,,,spin_5268,/uploads/reels/spin_5268.png
Conquest II 2000,Безинерционные,Trident,https://potryasovgame.ru/page110667406.html,2000,false,2,,"5,2:1",,-,,"5,5",,"13,54",,20,,,,,spin_5316,/uploads/reels/spin_5316.png
Bird 2 GSX 20S,Безинерционные,Zeiman,https://potryasovgame.ru/page110667406.html,2000,false,2,,"5,2:1",,-,,5,,"13,13",,17,1511,13,,,spin_5349,/uploads/reels/spin_5349.png
Horizon III 2000S,Безинерционные,Trident,https://potryasovgame.ru/page110667406.html,2000,false,2,,"5,9:1",,"0,59",,"5,4",,"12,04",,15,1300,"11,51",,,spin_6085,/uploads/reels/spin_6085.png
Pelengas,Безинерционные,Черноморец,https://potryasovgame.ru/page110667406.html,2000,false,2,,"4,2:1",,"0,42",,"5,5",,"11,71",,12,1249,"11,48",,,spinreel_pelengas,/uploads/reels/spinreel_pelengas.png
Pelengas 2017,Безинерционные,Черноморец,https://potryasovgame.ru/page110667406.html,2000,false,2,,"4,9:1",,"0,49",,"5,9",,"16,45",,0,,,,,spinreel_pelengas_2017,/uploads/reels/spinreel_pelengas_2017.png
Pelengas 2025,Безинерционные,Черноморец,https://potryasovgame.ru/page110667406.html,2000,false,2,,"5,7:1",,"0,56",,"5,9",,"17,81",,0,,,,,spinreel_pelengas_2025,/uploads/reels/spinreel_pelengas_2025.png
Pelengas 2026,Безинерционные,Черноморец,https://potryasovgame.ru/page110667406.html,2000,false,2,,"5,9:1",,"0,58",,"5,9",,"17,66",,0,,,,,spinreel_pelengas_2026,/uploads/reels/spinreel_pelengas_2026.png
Alfa 2000,Безинерционные,Sputnik,https://potryasovgame.ru/page110667406.html,2000,false,2,,"5,8:1",,-,,4,,"11,87",,18,1051,9,,,spin_5192,/uploads/reels/spin_5192.png
Bird 2 20S,Безинерционные,Zeiman,https://potryasovgame.ru/page110667406.html,2000,false,2,,"5,1:1",,-,,"3,6",,"13,24",,14,798,7,,,spin_5103_2,/uploads/reels/spin_5103_2.png
Horizon 2 2000s,Безинерционные,Trident,https://potryasovgame.ru/page110667406.html,2000,false,2,,"5,2:1",,-,,"3,8",,"12,51",,15,,,,,spin_5001_2,/uploads/reels/spin_5001_2.png
Vyatka-2,Безинерционные,СССР,https://potryasovgame.ru/page110667406.html,2000,false,2,,"4,7:1",,"0,47",,"4,5",,"4,53",,1,655,,,,old_spinreel,/uploads/reels/old_spinreel.png
Pulsar 2000,Безинерционные,Sputnik,https://potryasovgame.ru/page110667406.html,2000,false,2,,"5,8:1",,-,,"3,8","4,2","11,05",,15,"599,5",6,,,spin_5400,/uploads/reels/spin_5400.png
Sirius 20S,Безинерционные,Syberia,https://potryasovgame.ru/page110667406.html,2000,false,2,,"5,4:1",,-,,"3,6","4,5","8,15",,15,418,6,,,spin_5040,/uploads/reels/spin_5040.png
Proton 2000,Безинерционные,Sputnik,https://potryasovgame.ru/page110667406.html,2000,false,2,,"5,2:1",,-,,"3,6","4,2","9,55",,12,395,5,,,spin_5185,/uploads/reels/spin_5185.png
Hercules G2 20s,Безинерционные,Syberia,https://potryasovgame.ru/page110667406.html,2000,false,2,,"5,0:1",,"0,56",,"3,7",,"6,94",,13,460,4,,,spin_5361,/uploads/reels/spin_5361.png
Pride 2000S,Безинерционные,EF,https://potryasovgame.ru/page110667406.html,2000,false,2,,"5,6:1",,-,,4,,"4,41",,14,"298,5",4,,,spin_5028,/uploads/reels/spin_5028.png
Element PRO 2000,Безинерционные,Sputnik,https://potryasovgame.ru/page110667406.html,2000,false,2,,"5,4:1",,"0,52",,"3,6","4,2","6,03",,8,"191,8",3,,,spin_5182,/uploads/reels/spin_5182.png
Element 2000,Безинерционные,Sputnik,https://potryasovgame.ru/page110667406.html,2000,false,2,,"5,4:1",,-,,"3,6","4,2","5,79",,6,129,2,,,spin_5178,/uploads/reels/spin_5178.png
Lagoon-HP 2 2000S,Безинерционные,EF,https://potryasovgame.ru/page110667406.html,2000,false,2,,"5,6:1",,-,,"3,5",,5,,9,"69,5",2,,,spin_5824,/uploads/reels/spin_5824.png
Hydra Smart 2 25s,Безинерционные,Syberia,https://potryasovgame.ru/page110667406.html,2000,false,2,,"5,0:1",,-,,"3,4","4,5","5,4",,1,"58,5",1,,,spin_5826,/uploads/reels/spin_5826.png
Libra 2 2000S,Безинерционные,EF,https://potryasovgame.ru/page110667406.html,2000,false,2,,"5,4:1",,-,,"3,3",,"4,1",,1,32,,,,spin_5822,/uploads/reels/spin_5822.png
Spark 2 2000S,Безинерционные,EF,https://potryasovgame.ru/page110667406.html,2000,false,2,,"5,4:1",,-,,"3,2",,"3,4",,1,9,,,,spin_5820,/uploads/reels/spin_5820.png
Aviator SP 1000 XHS,Безинерционные,Reef,https://potryasovgame.ru/page110667406.html,1000,true,1,,"7,3:1",,"0,62",,"9,1",,"27,02",,26,11900,"77,94",,,spin_6091,/uploads/reels/spin_6091.png
Aviator SP 1000 XHS 9-Years,Безинерционные,Reef,https://potryasovgame.ru/page110667406.html,1000,true,1,,"7,5:1",,"0,64",,"9,5",,"28,96",,25,,"77,94",,,spin_7003,/uploads/reels/spin_7003.png
Bestia II 1000 SHS,Безинерционные,Beluga,https://potryasovgame.ru/page110667406.html,1000,true,1,,"7,1:1",,"0,62",,"8,6",,"11,41",,24,7900,"56,79",,,spin_5683,/uploads/reels/spin_5683.png
