system_id,name,source
spin_6085,Horizon III 2000S,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\spin\spin_6085.glb
spinreel_pelengas,Pelengas,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\spinreel_pelengas.glb
spinreel_pelengas_2017,Pelengas 2017,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\spinreel_pelengas_2017.glb
spinreel_pelengas_2025,Pelengas 2025,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\spinreel_pelengas_2025.glb
spinreel_pelengas_2026,Pelengas 2026,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\spinreel_pelengas_2026.glb
spin_5192,Alfa 2000,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\spin\spin_5192.glb
spin_5103_2,Bird 2 20S,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\spin\spin_5103_2.glb
spin_5001_2,Horizon 2 2000s,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\spin\spin_5001_2.glb
old_spinreel,Vyatka-2,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\old_spinreel.glb
spin_5400,Pulsar 2000,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\spin\spin_5400.glb
spin_5040,Sirius 20S,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\spin\spin_5040.glb
spin_5185,Proton 2000,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\spin\spin_5185.glb
spin_5361,Hercules G2 20s,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\spin\spin_5361.glb
spin_5028,Pride 2000S,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\spin\spin_5028.glb
spin_5182,Element PRO 2000,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\spin\spin_5182.glb
spin_5178,Element 2000,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\spin\spin_5178.glb
spin_5824,Lagoon-HP 2 2000S,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\spin\spin_5824.glb
spin_5826,Hydra Smart 2 25s,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\spin\spin_5826.glb
spin_5822,Libra 2 2000S,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\spin\spin_5822.glb
spin_5820,Spark 2 2000S,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\spin\spin_5820.glb
spin_6091,Aviator SP 1000 XHS,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\spin\spin_6091.glb
spin_7003,Aviator SP 1000 XHS 9-Years,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\spin\spin_7003.glb
spin_5683,Bestia II 1000 SHS,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\spin\spin_5683.glb
spin_5424,Overlord 3RS 10S,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\spin\spin_5424.glb
spin_5355,JSX Inferno 10S,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\spin\spin_5355.glb
spin_5422,Overlord 3GS 10S,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\spin\spin_5422.glb
spin_5353,JSX 10S,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\spin\spin_5353.glb
spin_6113,Major III 1000S,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\spin\spin_6113.glb
spin_5420,Overlord 3BS 10S,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\spin\spin_5420.glb
spin_5132,Bestia 1000,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\spin\spin_5132.glb
spin_5405,P-Series 2 GS 10S,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\spin\spin_5405.glb
spin_5418,Overlord 3E 10S,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\spin\spin_5418.glb
spin_5695,Olaf SP 10,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\spin\spin_5695.glb
spin_5218,Admiral 1000s,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\spin\spin_5218.glb
spin_5348,Z-Series 2 10S,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\spin\spin_5348.glb
spin_5416,Overlord 3B 10S,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\spin\spin_5416.glb
spin_5414,Overlord 3 10S,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\spin\spin_5414.glb
spin_5122,Natora 1000,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\spin\spin_5122.glb
spin_6024,Velara 1000,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\spin\spin_6024.glb
spin_5350,Corsair 10S,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\spin\spin_5350.glb
spin_6084,Horizon III 1000S,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\spin\spin_6084.glb
spin_5765,Fisher MT10,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\spin\spin_5765.glb
spin_5223,Bird 2 GSX 10S,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\spin\spin_5223.glb
spin_5191,Alfa 1000,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\spin\spin_5191.glb
spin_5226,Bird 2 GS 10S,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\spin\spin_5226.glb
spin_5051,EasySpin 1000s,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\spin\spin_5051.glb
spin_5039,Pegasus 10s,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\spin\spin_5039.glb
spin_5181,Element PRO 1000,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\spin\spin_5181.glb
spin_5177,Element 1000,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\spin\spin_5177.glb
spin_5023,Lagoon 1000S,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\spin\spin_5023.glb
elcon_5969,Electro Raptor 40,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\рапторы\elcon_5969.glb
elcon_5968,Electro Raptor 20,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\рапторы\elcon_5968.glb
conv_5972,Borealica 40DS,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5972.glb
conv_5313,Borealica 30DS,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5313.glb
conv_5312,Borealica 20DS,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5312.glb
conv_5174,Imperial C40 2S,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5174.glb
conv_5411,Triumph 30 2S,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5411.glb
conv_5718,Triumph 30 2S 8-An.,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5718.glb
conv_5410,Triumph 20 2S,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5410.glb
conv_5409,Triumph 10 2S,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5409.glb
conv_5173,Venga C 40 2S,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5173.glb
conv_7008,Venga C 40 2S 9-An.,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_7008.glb
conv_5172,Venga C 30 2S,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5172.glb
conv_5171,Venga C 20 2S,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5171.glb
conv_5310,Albacore 40 DS,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5310.glb
conv_5309,Albacore 20,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5309.glb
conv_5170,Taiga 40 2S,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5170.glb
conv_5169,Taiga 20 2S,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5169.glb
conv_5993,California 40,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5993.glb
conv_6105,Tongar 2Gen 30 DS,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_6105.glb
conv_6104,Tongar 2Gen 20 DS,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_6104.glb
conv_6103,Tongar 2Gen 20,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_6103.glb
conv_5168,Tera L-LD 40,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5168.glb
conv_5167,Tera L-LD 30,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5167.glb
conv_5166,Tera L-LD 20,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5166.glb
conv_5382,Cardinal 30 2S,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5382.glb
conv_5381,Cardinal 30,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5381.glb
conv_5380,Cardinal 20 2S,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5380.glb
conv_5379,Cardinal 20,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5379.glb
conv_5378,Cardinal 10,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5378.glb
conv_5304,Palomar 30,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5304.glb
conv_5303,Palomar 20,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5303.glb
conv_5302,Palomar 10,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5302.glb
conv_5165,Tera C-LW 40,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5165.glb
conv_5164,Tera C-LW 30LC,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5164.glb
conv_5163,Tera C-LW 30,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5163.glb
conv_5162,Tera C-LW 20,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5162.glb
conv_5392,Billionaire CNV 30 MS,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5392.glb
conv_5391,Billionaire CNV 20,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5391.glb
conv_5390,Billionaire CNV 10,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5390.glb
conv_5161,Taiga C 40,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5161.glb
conv_5160,Taiga C 30,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5160.glb
conv_6015,Taiga C 30 2S 7-An.,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_6015.glb
conv_5159,Taiga C 20,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5159.glb
conv_5377,Rigal 20 2S,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5377.glb
conv_5301,Oriental 30,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5301.glb
conv_5708,Oriental Noble F30,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5708.glb
conv_5300,Oriental 20,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5300.glb
conv_5706,Oriental Noble F20,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5706.glb
conv_5397,SteelHead C-30,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5397.glb
conv_5396,SteelHead C-20,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5396.glb
conv_5395,SteelHead C-10,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5395.glb
conv_5157,Isinga C-LW 30,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5157.glb
conv_5155,Isinga C-LW 20,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5155.glb
conv_5153,Isinga C-LW 10,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5153.glb
conv_5299,Argus 30,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5299.glb
conv_5297,Argus 20,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5297.glb
conv_5296,Argus 10,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5296.glb
conv_5376,Halibut 20 2S,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5376.glb
conv_5375,Halibut 20,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5375.glb
conv_5229,Altitude 20 DLC,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5229.glb
conv_5228,Altitude 10 DLC,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5228.glb
conv_5148,Hamra C-LW 30,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5148.glb
conv_5146,Hamra C-LW 20,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5146.glb
conv_5145,Hamra C-LW 10,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5145.glb
conv_5371,Seagull 30,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5371.glb
conv_5370,Seagull 20,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5370.glb
conv_5144,Narga C-LW 30,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5144.glb
conv_5143,Narga C-LW 20,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5143.glb
conv_5142,Narga C-LW 10,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5142.glb
conv_5369,Simplex 400,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5369.glb
conv_5367,Simplex 300,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5367.glb
conv_5366,Simplex 200,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5366.glb
conv_5394,Zodiac С-20,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5394.glb
conv_5393,Zodiac С-10,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5393.glb
conv_5210,Winner Trolling 30,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5210.glb
conv_5209,Winner Trolling 20,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5209.glb
conv_5208,Winner Trolling 10,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\силовые мультипликаторы\conv_5208.glb
bclp_5380,Jet-Series ULX LP-R,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\низкопрофильные\bclp_5380.glb
bclp_5358,JSX Inferno LP-R,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\низкопрофильные\bclp_5358.glb
bclp_5103,Jet-Series JSXHS-R,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\низкопрофильные\bclp_5103.glb
bclp_5004,Jet-Series JSX-R,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\низкопрофильные\bclp_5004.glb
bclp_5379,Polestar ELT LP-R,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\низкопрофильные\bclp_5379.glb
bclp_5675,Skipper LP-R HS,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\низкопрофильные\bclp_5675.glb
bclp_5701,Magma XHS-LP,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\низкопрофильные\bclp_5701.glb
bclp_7007,Magma XHS-LP 9-Years,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\низкопрофильные\bclp_7007.glb
bclp_5357,Jet-Bullet LP HS-R,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\низкопрофильные\bclp_5357.glb
bclp_5700,Olaf HS-LP,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\низкопрофильные\bclp_5700.glb
bclp_5091,Jet-Series JSGHS-R,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\низкопрофильные\bclp_5091.glb
bclp_5090,Jet-Series JSG-R,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\низкопрофильные\bclp_5090.glb
bclp_5331,Pillar 2 TPC-R-HS,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\низкопрофильные\bclp_5331.glb
bclp_5330,Pillar 2 TPC-R,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\низкопрофильные\bclp_5330.glb
bclp_5088,Zero GS ZG-R,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\низкопрофильные\bclp_5088.glb
bclp_5406,Mayor 2 TMC-R,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\низкопрофильные\bclp_5406.glb
bclp_5089,Jet-Series JS-R,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\низкопрофильные\bclp_5089.glb
bclp_5335,Zero 2 Z-R,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\низкопрофильные\bclp_5335.glb
bclp_5336,Zero 2 ZHS-R,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\низкопрофильные\bclp_5336.glb
bclp_5670,Alfa Pro LP,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\низкопрофильные\bclp_5670.glb
bclp_5334,Pro Bird 2 MS-R,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\низкопрофильные\bclp_5334.glb
bclp_5329,Spectrum TSH-R,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\низкопрофильные\bclp_5329.glb
bclp_5333,Silver Bird 2 LS-R,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\низкопрофильные\bclp_5333.glb
bclp_5328,Charger 2 TC-R,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\низкопрофильные\bclp_5328.glb
bclp_5067,T-Tech STT-HSR,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\низкопрофильные\bclp_5067.glb
bclp_5033,T-Tech STT-R,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\низкопрофильные\bclp_5033.glb
bclp_5327,Nitro 2 TN-R,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\низкопрофильные\bclp_5327.glb
bclp_5343,Thunderbolt SSP HS-R,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\низкопрофильные\bclp_5343.glb
bclp_5342,SportPro X2 MS-R,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\низкопрофильные\bclp_5342.glb
bclp_5332,Black Bird 2 LS-R,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\низкопрофильные\bclp_5332.glb
bclp_5341,Riva 2 MS-R,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\низкопрофильные\bclp_5341.glb
bclp_5031,Energy SNB-R,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\низкопрофильные\bclp_5031.glb
bclp_6100,Winner NG LP-HS,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\низкопрофильные\bclp_6100.glb
bclp_5339,Opyimus,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\низкопрофильные\bclp_5339.glb
bclp_5338,Profisher,C:\Users\danil\Desktop\rf4objects\КатушкиОбъекты\низкопрофильные\bclp_5338.glb
